class,opcode_hex,opcode_dec,direction
FG2C_noti_frontier_occupation_changed_occupy_region_Message,0x1703,5891,FG2C
FG2C_noti_frontier_occupation_hp_info_Message,0x1702,5890,FG2C
FG2C_noti_frontier_occupation_my_score_Message,0x1706,5894,FG2C
FG2C_noti_frontier_occupation_pve_boss_info_Message,0x170b,5899,FG2C
FG2C_noti_frontier_occupation_pve_elite_boss_info_Message,0x170c,5900,FG2C
FG2C_noti_frontier_occupation_pvp_result_Message,0x1707,5895,FG2C
FG2C_noti_getoff_turret_reason_Message,0x0d16,3350,FG2C
FG2C_noti_guardian_destroy_Message,0x0d12,3346,FG2C
FG2C_noti_join_room_info_steel_battle_field_Message,0x1a01,6657,FG2C
FG2C_noti_latest_guild_info_Message,0x1b01,6913,FG2C
FG2C_noti_mine_war_supply_buff_Message,0x0d0f,3343,FG2C
FG2C_noti_minewar_guild_relation_info_Message,0x0d18,3352,FG2C
FG2C_noti_minewar_skirmish_occupy_member_info_Message,0x1007,4103,FG2C
FG2C_noti_my_contribution_babylon_occupation_Message,0x190c,6412,FG2C
FG2C_noti_questzone_limit_time_Message,0x1501,5377,FG2C
FG2C_noti_steel_battle_field_base_npc_attacked_Message,0x1a10,6672,FG2C
FG2C_noti_steel_battle_field_buff_effect_Message,0x1a0c,6668,FG2C
FG2C_noti_steel_battle_field_enter_inner_Message,0x1a09,6665,FG2C
FG2C_noti_steel_battle_field_heart_Message,0x1a11,6673,FG2C
FG2C_noti_steel_battle_field_inner_state_Message,0x1a08,6664,FG2C
FG2C_noti_steel_battle_field_my_contribution_Message,0x1a0a,6666,FG2C
FG2C_noti_steel_battle_field_object_despawn_unit_Message,0x1a07,6663,FG2C
FG2C_noti_steel_battle_field_object_spawn_unit_Message,0x1a06,6662,FG2C
FG2C_noti_steel_battle_field_realm_heart_Message,0x1a0b,6667,FG2C
FG2C_noti_steel_battle_field_result_Message,0x1a05,6661,FG2C
FG2C_noti_worldboss_result_Message,0x0c05,3077,FG2C
FG2C_notify_appear_item_spawn_monster_Message,0x032f,815,FG2C
FG2C_notify_battle_for_paradise_active_step_info_Message,0x1102,4354,FG2C
FG2C_notify_battle_for_paradise_guild_score_Message,0x1103,4355,FG2C
FG2C_notify_battle_for_paradise_occupy_area_info_Message,0x1101,4353,FG2C
FG2C_notify_boss_result_Message,0x031d,797,FG2C
FG2C_notify_boss_status_Message,0x031b,795,FG2C
FG2C_notify_boss_status_list_Message,0x031c,796,FG2C
FG2C_notify_item_spawn_monster_result_Message,0x032e,814,FG2C
FG2C_notify_minewar_mercenary_info_Message,0x0d17,3351,FG2C
FG2C_notify_option_applied_Message,0x040d,1037,FG2C
FG2C_notify_pk_info_Message,0x040e,1038,FG2C
FG2C_notify_random_boss_status_Message,,,FG2C
FG2C_notify_random_boss_status_list_Message,0x0331,817,FG2C
FG2C_notify_steel_battle_field_active_step_info_Message,0x1a02,6658,FG2C
FG2C_notify_steel_battle_field_guild_score_Message,0x1a0d,6669,FG2C
FG2C_notify_tactical_lab_simulation_info_Message,0x1201,4609,FG2C
FG2C_parent_info_Message,0x0317,791,FG2C
FG2C_participate_guild_info_Message,0x1001,4097,FG2C
FG2C_party_dungeon_2_game_state_Message,0x0c15,3093,FG2C
FG2C_party_dungeon_2_result_Message,0x0c16,3094,FG2C
FG2C_party_dungeon_difficulty_portal_list_Message,0x0c12,3090,FG2C
FG2C_party_dungeon_result_Message,0x0c14,3092,FG2C
FG2C_party_dungeon_round_portal_list_Message,0x0c13,3091,FG2C
FG2C_party_dungeon_round_state_Message,0x0c11,3089,FG2C
FG2C_party_member_ui_info_Message,0x0901,2305,FG2C
FG2C_party_target_uid_select_Message,0x0920,2336,FG2C
FG2C_path_info_Message,0x030d,781,FG2C
FG2C_play_spec_anim_npc_Message,0x0329,809,FG2C
FG2C_player_kill_info_Message,0x1105,4357,FG2C
FG2C_player_stat_Message,0x0401,1025,FG2C
FG2C_receive_party_invitation_Message,0x0912,2322,FG2C
FG2C_recv_skill_effect_info_Message,0x061b,1563,FG2C
FG2C_reflect_damage_info_Message,0x0613,1555,FG2C
FG2C_refused_invite_party_Message,0x0915,2325,FG2C
FG2C_refused_join_party_Message,0x090e,2318,FG2C
FG2C_rejoin_party_info_Message,0x0918,2328,FG2C
FG2C_request_to_join_party_Message,0x090b,2315,FG2C
FG2C_restore_hp_fp_Message,0x0311,785,FG2C
FG2C_restore_hp_npc_kill_Message,0x0614,1556,FG2C
FG2C_road_path_info_Message,0x032a,810,FG2C
FG2C_rotate_to_Message,0x030f,783,FG2C
FG2C_server_debug_log_Message,0x0f05,3845,FG2C
FG2C_set_game_state_Message,0x0313,787,FG2C
FG2C_set_target_Message,0x0701,1793,FG2C
FG2C_shield_list_Message,0x061d,1565,FG2C
FG2C_skill_error_debug_Message,0x0627,1575,FG2C
FG2C_skill_info_Message,0x0617,1559,FG2C
FG2C_skirmish_result_Message,0x1004,4100,FG2C
FG2C_steel_battle_field_early_termination_state_noti_Message,0x1a0f,6671,FG2C
FG2C_steel_battle_field_max_score_Message,0x1a0e,6670,FG2C
FG2C_success_with_turret_skill_Message,0x0622,1570,FG2C
FG2C_system_msg_Message,0x080b,2059,FG2C
FG2C_ug_paint_update_Message,0x0b08,2824,FG2C
FG2C_ug_quest_summon_info_Message,0x0b09,2825,FG2C
FG2C_ultimate_gear_state_notice_Message,0x0b04,2820,FG2C
FG2C_ultimate_gear_working_remain_time_Message,0x0b05,2821,FG2C
FG2C_unit_stat_changed_Message,0x0324,804,FG2C
FG2C_update_buff_target_position_Message,0x0625,1573,FG2C
FG2C_update_collider_info_Message,0x0325,805,FG2C
FG2C_update_customizing_info_Message,0x0406,1030,FG2C
FG2C_update_level_and_exp_Message,0x0420,1056,FG2C
FG2C_update_player_equip_info_Message,0x0407,1031,FG2C
FG2C_update_player_profile_info_Message,0x040c,1036,FG2C
FG2C_update_player_skill_info_Message,0x0623,1571,FG2C
FG2C_update_realm_info_Message,0x0310,784,FG2C
FG2C_update_steel_battle_field_mau_summon_station_Message,0x1a16,6678,FG2C
FG2C_update_unit_boarding_state_Message,0x0e04,3588,FG2C
FG2C_wall_damage_info_Message,0x0615,1557,FG2C
FG2C_warp_player_Message,0x040a,1034,FG2C
FG2C_warp_worldboss_Message,0x0c06,3078,FG2C
FG2C_worldboss_hp_sync_Message,0x0c07,3079,FG2C
FG2C_worldboss_personal_contribution_update_Message,0x0c08,3080,FG2C
FL2C_all_achievement_pending_reward_Message,0x0b16,2838,FL2C
FL2C_all_achievement_progress_infos_Message,,,FL2C
FL2C_ans_accept_guild_invitation_Message,0x0d21,3361,FL2C
FL2C_ans_accept_regist_amity_guild_Message,0x0d49,3401,FL2C
FL2C_ans_accept_to_join_guild_Message,0x0d0e,3342,FL2C
FL2C_ans_accept_transaction_Message,0x251c,9500,FL2C
FL2C_ans_acceptance_match_Message,,,FL2C
FL2C_ans_account_withdraw_Message,0x0218,536,FL2C
FL2C_ans_add_black_list_Message,0x1012,4114,FL2C
FL2C_ans_alchemy_execute_Message,0x0552,1362,FL2C
FL2C_ans_alchemy_predict_Message,0x0550,1360,FL2C
FL2C_ans_alchemy_progress_info_Message,0x054e,1358,FL2C
FL2C_ans_alchemy_random_rate_info_Message,0x0556,1366,FL2C
FL2C_ans_alchemy_reset_Message,0x0554,1364,FL2C
FL2C_ans_all_character_infos_Message,0x020e,526,FL2C
FL2C_ans_all_quest_reward_Message,0x0a16,2582,FL2C
FL2C_ans_all_remove_friend_Message,0x100f,4111,FL2C
FL2C_ans_amity_guild_list_Message,0x0d4d,3405,FL2C
FL2C_ans_apps_attendance_Message,,,FL2C
FL2C_ans_assemble_party_Message,,,FL2C
FL2C_ans_attach_talic_to_equip_Message,0x0506,1286,FL2C
FL2C_ans_attached_item_mail_Message,,,FL2C
FL2C_ans_attendance_reward_Message,0x1e04,7684,FL2C
FL2C_ans_babylon_occupation_boss_info_Message,0x3308,13064,FL2C
FL2C_ans_babylon_occupation_lobby_Message,0x3302,13058,FL2C
FL2C_ans_babylon_occupation_match_info_Message,0x3306,13062,FL2C
FL2C_ans_ban_item_list_on_exchange_Message,0x1d05,7429,FL2C
FL2C_ans_battlepass_levelup_Message,0x1e19,7705,FL2C
FL2C_ans_battlepass_reward_Message,0x1e17,7703,FL2C
FL2C_ans_biosuit_enchant_info_Message,0x2f02,12034,FL2C
FL2C_ans_block_guild_master_auth_Message,0x0da1,3489,FL2C
FL2C_ans_block_mail_user_list_Message,0x0c19,3097,FL2C
FL2C_ans_boss_schedule_Message,,,FL2C
FL2C_ans_boss_spawn_item_probability_info_Message,0x0421,1057,FL2C
FL2C_ans_boss_status_list_Message,,,FL2C
FL2C_ans_buy_cash_shop_data_Message,0x2008,8200,FL2C
FL2C_ans_buy_gold_shop_bulk_Message,0x200c,8204,FL2C
FL2C_ans_cancel_invite_guild_Message,0x0d1c,3356,FL2C
FL2C_ans_cancel_join_party_Message,0x1119,4377,FL2C
FL2C_ans_cancel_match_Message,,,FL2C
FL2C_ans_cancel_matchmaking_Message,,,FL2C
FL2C_ans_cancel_pk_chase_Message,,,FL2C
FL2C_ans_cancel_quest_Message,0x0a0b,2571,FL2C
FL2C_ans_cancel_regist_amity_guild_Message,0x0d43,3395,FL2C
FL2C_ans_cancel_request_join_guild_Message,0x0d35,3381,FL2C
FL2C_ans_cancel_wait_enter_map_Message,,,FL2C
FL2C_ans_carditem_confirm_Message,0x0521,1313,FL2C
FL2C_ans_carditem_redraw_Message,0x0523,1315,FL2C
FL2C_ans_carditem_result_Message,0x051a,1306,FL2C
FL2C_ans_carditem_select_slot_Message,0x051f,1311,FL2C
FL2C_ans_carditem_tuning_Message,0x054a,1354,FL2C
FL2C_ans_cash_inven_item_list_Message,0x200f,8207,FL2C
FL2C_ans_cash_inven_list_Message,0x200e,8206,FL2C
FL2C_ans_cash_shop_banner_data_Message,0x2003,8195,FL2C
FL2C_ans_cash_shop_buy_Message,0x200a,8202,FL2C
FL2C_ans_cash_shop_get_ceiling_list_Message,0x2022,8226,FL2C
FL2C_ans_cash_shop_get_ceiling_reward_Message,0x2024,8228,FL2C
FL2C_ans_cash_shop_product_data_Message,0x2005,8197,FL2C
FL2C_ans_cash_shop_product_item_data_Message,0x2006,8198,FL2C
FL2C_ans_cash_shop_tab_data_Message,0x2002,8194,FL2C
FL2C_ans_challenge_mode_previous_top_rank_squad_info_Message,0x036a,874,FL2C
FL2C_ans_challenge_mode_ranking_list_Message,0x0368,872,FL2C
FL2C_ans_challenge_mode_squad_disband_Message,0x036c,876,FL2C
FL2C_ans_challenge_mode_squad_info_Message,0x0366,870,FL2C
FL2C_ans_challenge_mode_squad_register_Message,0x035e,862,FL2C
FL2C_ans_change_biosuit_Message,0x1304,4868,FL2C
FL2C_ans_change_character_name_Message,0x0332,818,FL2C
FL2C_ans_change_equip_slot_Message,,,FL2C
FL2C_ans_change_guild_alias_mark_Message,0x0dad,3501,FL2C
FL2C_ans_change_guild_name_Message,0x0d2f,3375,FL2C
FL2C_ans_change_language_code_Message,0x0337,823,FL2C
FL2C_ans_change_member_rank_Message,,,FL2C
FL2C_ans_change_opt_unityalliance_Message,0x2a06,10758,FL2C
FL2C_ans_change_option_equip_Message,0x0510,1296,FL2C
FL2C_ans_change_pos_unityalliance_Message,0x2a10,10768,FL2C
FL2C_ans_change_preset_biosuit_enchant_Message,0x2f08,12040,FL2C
FL2C_ans_change_rank_unityalliance_Message,0x2a0a,10762,FL2C
FL2C_ans_change_request_mission_Message,0x0b1c,2844,FL2C
FL2C_ans_change_rover_Message,,,FL2C
FL2C_ans_change_skill_addon_Message,0x0706,1798,FL2C
FL2C_ans_change_visibility_option_Message,0x0516,1302,FL2C
FL2C_ans_channel_chat_block_Message,0x0f0c,3852,FL2C
FL2C_ans_channel_chat_block_list_Message,0x0f12,3858,FL2C
FL2C_ans_channel_chat_change_roominfo_Message,0x0f18,3864,FL2C
FL2C_ans_channel_chat_chat_Message,0x0f14,3860,FL2C
FL2C_ans_channel_chat_createroom_Message,,,FL2C
FL2C_ans_channel_chat_exitroom_Message,0x0f0a,3850,FL2C
FL2C_ans_channel_chat_get_history_Message,0x0f16,3862,FL2C
FL2C_ans_channel_chat_joinroom_Message,0x0f08,3848,FL2C
FL2C_ans_channel_chat_remove_block_Message,0x0f0e,3854,FL2C
FL2C_ans_channel_chat_report_Message,0x0f1b,3867,FL2C
FL2C_ans_channel_chat_room_event_Message,0x0f19,3865,FL2C
FL2C_ans_channel_chat_room_info_Message,0x0f06,3846,FL2C
FL2C_ans_channel_chat_roomlist_Message,,,FL2C
FL2C_ans_channel_chat_user_list_Message,0x0f10,3856,FL2C
FL2C_ans_channel_info_Message,0x0210,528,FL2C
FL2C_ans_character_gift_2ndpass_info_Message,0x202e,8238,FL2C
FL2C_ans_character_gift_2ndpass_set_Message,0x202c,8236,FL2C
FL2C_ans_character_gift_2ndpass_verify_Message,0x2030,8240,FL2C
FL2C_ans_character_gift_buy_info_Message,0x202a,8234,FL2C
FL2C_ans_character_gift_check_Message,,,FL2C
FL2C_ans_character_gift_make_Message,,,FL2C
FL2C_ans_character_info_Message,,,FL2C
FL2C_ans_charge_time_dungeon_Message,,,FL2C
FL2C_ans_charging_holygas_Message,0x1515,5397,FL2C
FL2C_ans_chat_report_Message,0x0e13,3603,FL2C
FL2C_ans_chat_unityalliance_Message,0x0e17,3607,FL2C
FL2C_ans_cheat_list_Message,,,FL2C
FL2C_ans_check_duplicate_guild_name_Message,,,FL2C
FL2C_ans_check_shop_product_Message,0x2015,8213,FL2C
FL2C_ans_check_use_cash_product_Message,0x2013,8211,FL2C
FL2C_ans_combinefail_info_Message,0x0536,1334,FL2C
FL2C_ans_combinefail_preview_Message,0x055a,1370,FL2C
FL2C_ans_combinefail_use_Message,0x0538,1336,FL2C
FL2C_ans_compose_talic_Message,0x050a,1290,FL2C
FL2C_ans_compose_talic_prob_list_Message,0x0558,1368,FL2C
FL2C_ans_conflict_area_info_Message,0x1812,6162,FL2C
FL2C_ans_connected_user_info_Message,0x2d02,11522,FL2C
FL2C_ans_conversion_talic_Message,0x050c,1292,FL2C
FL2C_ans_conversion_talic_prob_list_Message,0x050e,1294,FL2C
FL2C_ans_coreworld2_current_info_Message,0x2c0d,11277,FL2C
FL2C_ans_coreworld2_info_Message,0x2c0b,11275,FL2C
FL2C_ans_coreworld2_last_result_top_user_info_Message,0x2c11,11281,FL2C
FL2C_ans_coreworld_current_info_Message,0x2c04,11268,FL2C
FL2C_ans_coreworld_info_Message,0x2c02,11266,FL2C
FL2C_ans_coreworld_last_result_info_Message,0x2c06,11270,FL2C
FL2C_ans_coreworld_last_result_top_user_info_Message,0x2c08,11272,FL2C
FL2C_ans_costume_info_Message,0x2b01,11009,FL2C
FL2C_ans_craft_item_Message,0x0529,1321,FL2C
FL2C_ans_craft_item_bookmark_info_Message,0x052d,1325,FL2C
FL2C_ans_craft_item_period_info_Message,0x0546,1350,FL2C
FL2C_ans_craft_item_period_info_all_Message,0x0548,1352,FL2C
FL2C_ans_craft_item_prob_Message,0x052f,1327,FL2C
FL2C_ans_craft_ug_Message,0x150c,5388,FL2C
FL2C_ans_create_character_Message,,,FL2C
FL2C_ans_create_guild_Message,,,FL2C
FL2C_ans_create_party_Message,,,FL2C
FL2C_ans_create_unityalliance_Message,0x2a02,10754,FL2C
FL2C_ans_current_pk_history_info_Message,0x1916,6422,FL2C
FL2C_ans_delegate_party_leader_Message,,,FL2C
FL2C_ans_delete_character_Message,,,FL2C
FL2C_ans_delete_mail_Message,0x0c10,3088,FL2C
FL2C_ans_delete_personal_mail_Message,,,FL2C
FL2C_ans_delete_request_mission_Message,0x0b1e,2846,FL2C
FL2C_ans_destroy_unityalliance_Message,0x2a0e,10766,FL2C
FL2C_ans_detach_talic_to_equip_Message,0x0508,1288,FL2C
FL2C_ans_dismantle_item_Message,,,FL2C
FL2C_ans_ditch_items_Message,,,FL2C
FL2C_ans_donate_guild_Message,,,FL2C
FL2C_ans_duo_party_Message,0x112d,4397,FL2C
FL2C_ans_edit_customizing_Message,0x0314,788,FL2C
FL2C_ans_emergency_escape_Message,,,FL2C
FL2C_ans_emergency_escape_cooltime_Message,,,FL2C
FL2C_ans_enchant_biosuit_Message,0x2f04,12036,FL2C
FL2C_ans_enchant_equip_prob_Message,0x0514,1300,FL2C
FL2C_ans_enchant_skill_Message,0x0702,1794,FL2C
FL2C_ans_enchant_tech_link_Message,0x1518,5400,FL2C
FL2C_ans_enchant_ultimate_gear_level_Message,0x1513,5395,FL2C
FL2C_ans_enchantfail_list_Message,0x053a,1338,FL2C
FL2C_ans_enchantfail_preview_Message,0x055c,1372,FL2C
FL2C_ans_enchantfail_use_Message,0x053c,1340,FL2C
FL2C_ans_enemy_guild_list_Message,0x0d3f,3391,FL2C
FL2C_ans_enter_map_Message,,,FL2C
FL2C_ans_entry_connection_Message,,,FL2C
FL2C_ans_entry_login_Message,,,FL2C
FL2C_ans_equip_costume_Message,0x2b04,11012,FL2C
FL2C_ans_equip_inventory_info_Message,,,FL2C
FL2C_ans_equip_rover_costume_Message,0x3105,12549,FL2C
FL2C_ans_equip_title_Message,,,FL2C
FL2C_ans_equip_warehouse_info_Message,0x1f05,7941,FL2C
FL2C_ans_equip_weapon_costume_Message,0x3204,12804,FL2C
FL2C_ans_equipitem_remodel_Message,0x053e,1342,FL2C
FL2C_ans_equipitem_remodel_prob_Message,0x0540,1344,FL2C
FL2C_ans_event_item_exchange_Message,0x1e0a,7690,FL2C
FL2C_ans_event_mission_reward_Message,0x1e08,7688,FL2C
FL2C_ans_event_mother_ship_status_list_Message,0x1816,6166,FL2C
FL2C_ans_exchange_for_my_sales_list_Message,0x1d07,7431,FL2C
FL2C_ans_exchange_for_my_settlement_list_Message,0x1d09,7433,FL2C
FL2C_ans_exchange_for_my_transaction_history_Message,0x1d0b,7435,FL2C
FL2C_ans_exchange_market_price_information_Message,0x1d17,7447,FL2C
FL2C_ans_exp_rank_info_Message,,,FL2C
FL2C_ans_exp_rank_list_Message,,,FL2C
FL2C_ans_exploration_report_info_Message,0x2602,9730,FL2C
FL2C_ans_exploration_report_reward_Message,0x2604,9732,FL2C
FL2C_ans_extend_inven_slot_Message,,,FL2C
FL2C_ans_first_iap_Message,0x2018,8216,FL2C
FL2C_ans_fortress_auction_status_Message,0x3017,12311,FL2C
FL2C_ans_fortress_bid_Message,0x3019,12313,FL2C
FL2C_ans_fortress_bounty_info_list_Message,0x300a,12298,FL2C
FL2C_ans_fortress_donate_guild_Message,,,FL2C
FL2C_ans_fortress_history_Message,0x3013,12307,FL2C
FL2C_ans_fortress_last_result_detail_info_Message,0x3021,12321,FL2C
FL2C_ans_fortress_last_result_info_Message,0x301e,12318,FL2C
FL2C_ans_fortress_match_info_Message,0x3011,12305,FL2C
FL2C_ans_fortress_priority_join_Message,0x3015,12309,FL2C
FL2C_ans_friend_list_Message,,,FL2C
FL2C_ans_frontier_occupation_boss_info_Message,0x181e,6174,FL2C
FL2C_ans_frontier_occupation_contribution_Message,0x181c,6172,FL2C
FL2C_ans_frontier_occupation_info_Message,0x1818,6168,FL2C
FL2C_ans_frontier_occupation_region_Message,0x181a,6170,FL2C
FL2C_ans_game_event_attendance_list_Message,0x1e2a,7722,FL2C
FL2C_ans_game_event_base_data_Message,0x1e27,7719,FL2C
FL2C_ans_game_event_battle_pass_info_list_Message,0x1e0d,7693,FL2C
FL2C_ans_game_event_battle_pass_mission_list_Message,0x1e0f,7695,FL2C
FL2C_ans_game_event_battle_pass_reward_list_Message,0x1e0e,7694,FL2C
FL2C_ans_game_event_board_list_Message,0x1e2c,7724,FL2C
FL2C_ans_game_event_board_next_reward_list_no_Message,0x1e33,7731,FL2C
FL2C_ans_game_event_board_pick_reward_Message,0x1e2f,7727,FL2C
FL2C_ans_game_event_board_sub_reward_Message,0x1e31,7729,FL2C
FL2C_ans_game_event_board_sub_reward_list_Message,0x1e2d,7725,FL2C
FL2C_ans_game_event_capsule_gacha_Message,0x1e4c,7756,FL2C
FL2C_ans_game_event_capsule_list_Message,0x1e49,7753,FL2C
FL2C_ans_game_event_capsule_notice_Message,0x1e4d,7757,FL2C
FL2C_ans_game_event_capsule_rank_list_Message,0x1e4f,7759,FL2C
FL2C_ans_game_event_exchange_list_Message,0x1e2b,7723,FL2C
FL2C_ans_game_event_fake_mail_info_list_Message,0x1e56,7766,FL2C
FL2C_ans_game_event_group_buy_info_list_Message,0x1e66,7782,FL2C
FL2C_ans_game_event_group_buy_reward_Message,0x1e68,7784,FL2C
FL2C_ans_game_event_group_buy_special_reward_Message,0x1e6a,7786,FL2C
FL2C_ans_game_event_hot_time_info_list_Message,0x1e64,7780,FL2C
FL2C_ans_game_event_jumpto_list_Message,0x1e7e,7806,FL2C
FL2C_ans_game_event_minor_vote_cancel_vote_Message,0x1e7b,7803,FL2C
FL2C_ans_game_event_minor_vote_cast_vote_Message,0x1e79,7801,FL2C
FL2C_ans_game_event_minor_vote_info_Message,0x1e76,7798,FL2C
FL2C_ans_game_event_minor_vote_reward_Message,0x1e7d,7805,FL2C
FL2C_ans_game_event_minor_vote_round_info_Message,0x1e77,7799,FL2C
FL2C_ans_game_event_mission_list_Message,0x1e0b,7691,FL2C
FL2C_ans_game_event_mission_user_daily_no_Message,0x1e47,7751,FL2C
FL2C_ans_game_event_mission_user_data_Message,0x1e0c,7692,FL2C
FL2C_ans_game_event_once_mail_info_list_Message,0x1e39,7737,FL2C
FL2C_ans_game_event_paypass_info_list_Message,0x1e1a,7706,FL2C
FL2C_ans_game_event_paypass_mission_list_Message,0x1e1c,7708,FL2C
FL2C_ans_game_event_paypass_reward_list_Message,0x1e1b,7707,FL2C
FL2C_ans_game_event_rank_race_base_condition_Message,0x1e3f,7743,FL2C
FL2C_ans_game_event_rank_race_ranking_info_Message,0x1e3e,7742,FL2C
FL2C_ans_game_event_rank_race_ranking_list_data_Message,0x1e43,7747,FL2C
FL2C_ans_game_event_rank_race_reward_Message,0x1e41,7745,FL2C
FL2C_ans_game_event_rank_race_user_rank_Message,0x1e45,7749,FL2C
FL2C_ans_game_event_roulette_info_list_Message,0x1e5b,7771,FL2C
FL2C_ans_game_event_roulette_reward_Message,0x1e60,7776,FL2C
FL2C_ans_game_event_roulette_reward_info_list_Message,0x1e5c,7772,FL2C
FL2C_ans_game_event_roulette_reward_select_reward_Message,0x1e74,7796,FL2C
FL2C_ans_game_event_roulette_reward_select_reward_info_Message,0x1e6c,7788,FL2C
FL2C_ans_game_event_roulette_reward_select_slot_info_Message,0x1e6b,7787,FL2C
FL2C_ans_game_event_roulette_reward_select_slot_random_setting_Message,0x1e73,7795,FL2C
FL2C_ans_game_event_roulette_reward_select_slot_reset_Message,0x1e71,7793,FL2C
FL2C_ans_game_event_roulette_reward_select_slot_setting_Message,0x1e6f,7791,FL2C
FL2C_ans_game_event_roulette_reward_select_user_slot_info_Message,0x1e6d,7789,FL2C
FL2C_ans_game_event_roulette_sub_reward_Message,0x1e62,7778,FL2C
FL2C_ans_game_event_roulette_sub_reward_info_list_Message,0x1e5d,7773,FL2C
FL2C_ans_game_event_roulette_user_data_list_Message,0x1e5e,7774,FL2C
FL2C_ans_game_event_slot_jackpot_info_list_Message,0x1e50,7760,FL2C
FL2C_ans_game_event_slot_jackpot_play_Message,0x1e53,7763,FL2C
FL2C_ans_game_event_slot_jackpot_reward_Message,0x1e55,7765,FL2C
FL2C_ans_game_event_slot_jackpot_user_data_list_Message,0x1e51,7761,FL2C
FL2C_ans_game_event_string_data_Message,0x1e29,7721,FL2C
FL2C_ans_game_event_time_dungeon_reward_Message,0x1e63,7779,FL2C
FL2C_ans_game_event_time_mail_info_list_Message,0x1e35,7733,FL2C
FL2C_ans_game_event_user_capsule_info_Message,0x1e4a,7754,FL2C
FL2C_ans_game_event_user_data_Message,0x1e02,7682,FL2C
FL2C_ans_get_cash_define_Message,0x201e,8222,FL2C
FL2C_ans_get_cash_inven_item_Message,0x2011,8209,FL2C
FL2C_ans_get_sdk_reward_Message,0x2017,8215,FL2C
FL2C_ans_get_shop_product_item_Message,0x201c,8220,FL2C
FL2C_ans_get_smart_product_list_Message,0x2020,8224,FL2C
FL2C_ans_go_game_Message,0x020c,524,FL2C
FL2C_ans_google_token_Message,0x0228,552,FL2C
FL2C_ans_guild_attendance_Message,0x0d2b,3371,FL2C
FL2C_ans_guild_attendance_reward_Message,0x0d2d,3373,FL2C
FL2C_ans_guild_auction_bid_Message,0x2120,8480,FL2C
FL2C_ans_guild_auction_bid_member_type_for_base_option_Message,0x2116,8470,FL2C
FL2C_ans_guild_auction_bid_member_type_for_product_Message,0x2118,8472,FL2C
FL2C_ans_guild_auction_chat_Message,,,FL2C
FL2C_ans_guild_auction_config_fast_bidding_Message,0x211a,8474,FL2C
FL2C_ans_guild_auction_content_infos_Message,0x2104,8452,FL2C
FL2C_ans_guild_auction_history_infos_Message,0x2108,8456,FL2C
FL2C_ans_guild_auction_infos_Message,0x2103,8451,FL2C
FL2C_ans_guild_auction_new_product_arrive_Message,0x2101,8449,FL2C
FL2C_ans_guild_auction_notify_progress_info_Message,0x2123,8483,FL2C
FL2C_ans_guild_auction_product_infos_Message,0x2106,8454,FL2C
FL2C_ans_guild_auction_set_air_drop_type_default_Message,0x2111,8465,FL2C
FL2C_ans_guild_auction_set_air_drop_type_products_Message,0x210f,8463,FL2C
FL2C_ans_guild_auction_set_bid_reward_default_Message,0x2112,8466,FL2C
FL2C_ans_guild_auction_set_bid_reward_products_Message,0x210c,8460,FL2C
FL2C_ans_guild_auction_set_distribution_type_Message,0x2114,8468,FL2C
FL2C_ans_guild_auction_set_item_fast_bidding_Message,0x211c,8476,FL2C
FL2C_ans_guild_auction_set_item_stop_when_arrived_Message,0x211e,8478,FL2C
FL2C_ans_guild_auction_skip_result_time_Message,0x2128,8488,FL2C
FL2C_ans_guild_auction_sort_Message,0x210a,8458,FL2C
FL2C_ans_guild_auction_start_Message,0x2122,8482,FL2C
FL2C_ans_guild_auction_stop_Message,0x2126,8486,FL2C
FL2C_ans_guild_auction_update_product_info_Message,0x2124,8484,FL2C
FL2C_ans_guild_change_tax_rate_Message,0x0d78,3448,FL2C
FL2C_ans_guild_chat_Message,,,FL2C
FL2C_ans_guild_content_participation_info_Message,0x0dab,3499,FL2C
FL2C_ans_guild_currency_fortress_history_info_Message,0x0da5,3493,FL2C
FL2C_ans_guild_currency_list_Message,0x0d5b,3419,FL2C
FL2C_ans_guild_distribute_safebox_Message,0x0d76,3446,FL2C
FL2C_ans_guild_fortress_info_Message,0x0da7,3495,FL2C
FL2C_ans_guild_gift_list_Message,0x0d90,3472,FL2C
FL2C_ans_guild_hangar_change_my_ug_Message,0x0d89,3465,FL2C
FL2C_ans_guild_hangar_info_Message,0x0d82,3458,FL2C
FL2C_ans_guild_hangar_member_ug_list_Message,0x0d86,3462,FL2C
FL2C_ans_guild_hangar_my_ug_list_Message,0x0d8b,3467,FL2C
FL2C_ans_guild_hangar_set_ug_Message,0x0d84,3460,FL2C
FL2C_ans_guild_history_info_Message,0x0d9b,3483,FL2C
FL2C_ans_guild_info_Message,,,FL2C
FL2C_ans_guild_info_chat_Message,0x0d33,3379,FL2C
FL2C_ans_guild_info_transfer_Message,0x021e,542,FL2C
FL2C_ans_guild_member_banish_time_info_Message,0x0da3,3491,FL2C
FL2C_ans_guild_member_distribution_amount_info_Message,0x0d7a,3450,FL2C
FL2C_ans_guild_members_info_Message,0x0d7c,3452,FL2C
FL2C_ans_guild_minewar_occupy_member_info_Message,0x0d99,3481,FL2C
FL2C_ans_guild_mission_list_Message,0x0d54,3412,FL2C
FL2C_ans_guild_mission_reward_Message,0x0d58,3416,FL2C
