SubGroupIndex,RewardItemIndex,MinValue,EnchantLevel,BiosuitType
11000220145,1001381,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220145,1001409,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220145,1001437,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220145,1900099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220145,1900283,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220145,1900346,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001105,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001111,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002263,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002461,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001179,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001216,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001253,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001290,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001327,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001355,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001383,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001411,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001439,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001104,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001110,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002262,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002460,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001178,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001215,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001252,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001326,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001382,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001410,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001438,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,275031,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,275032,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001049,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001057,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001065,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001073,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001081,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001089,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002259,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002457,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001173,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001247,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001284,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001321,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001380,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001408,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001436,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001050,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001058,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001066,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001074,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001082,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001090,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002260,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1002458,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001174,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001248,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001285,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001322,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001381,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001409,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1001437,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1900284,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220146,1900345,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001104,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001110,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002262,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002460,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001178,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001215,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001252,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001326,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001382,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001410,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001438,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,275031,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001049,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001057,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001065,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001073,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001081,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001089,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002259,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002457,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001173,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001247,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001284,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001321,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001380,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001408,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001436,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001050,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001058,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001066,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001074,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001082,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001090,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002260,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1002458,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001174,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001248,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001285,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001322,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001381,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001409,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1001437,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1900318,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220147,1900320,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001105,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001111,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002263,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002461,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001179,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001216,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001253,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001290,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001327,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001355,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001383,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001411,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001439,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001104,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001110,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002262,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002460,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001178,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001215,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001252,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001326,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001382,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001410,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001438,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,275031,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,275032,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001049,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001057,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001065,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001073,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001081,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001089,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002259,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002457,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001173,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001247,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001284,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001321,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001380,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001408,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001436,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001050,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001058,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001066,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001074,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001082,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001090,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002260,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1002458,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001174,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001248,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001285,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001322,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001381,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001409,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1001437,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1900285,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220148,1900289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001105,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001111,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002263,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002461,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001179,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001216,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001253,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001290,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001327,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001355,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001383,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001411,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001439,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001104,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001110,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002262,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002460,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001178,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001215,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001252,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001326,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001382,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001410,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001438,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,275031,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,275032,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001049,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001057,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001065,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001073,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001081,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001089,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002259,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002457,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001173,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001247,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001284,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001321,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001380,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001408,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001436,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001050,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001058,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001066,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001074,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001082,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001090,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002260,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1002458,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001174,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001248,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001285,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001322,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001381,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001409,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1001437,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1900290,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220149,1900319,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001105,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001111,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1002263,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1002461,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001179,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001216,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001253,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001290,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001327,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001355,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001383,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001411,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001439,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001104,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001110,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1002262,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1002460,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001178,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001215,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001252,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001289,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001326,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001382,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001410,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001438,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,275031,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,275032,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001049,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001057,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001065,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001073,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
11000220150,1001081,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
