CollectionIndex,Number,StatType,StatValue,StatEnum,StatNamePTBR
3222,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3223,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
3224,2,126,200,STAT_PULLHITRATE,Taxa de Acerto de Puxão
3225,2,132,200,STAT_SLEEPRESRATE,Resistência a Sono
3226,2,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
3227,2,98,3,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
3228,2,20,2,STAT_F_ATKPOW,ATQ de Força
3229,2,7,2,STAT_P_ATKPOW,ATQ Físico
3230,2,38,2,STAT_HITPOW,Precisão
3231,0,0,0,,
3232,0,0,0,,
3233,0,0,0,,
3234,0,0,0,,
3235,0,0,0,,
3236,0,0,0,,
3237,0,0,0,,
3238,0,0,0,,
3239,0,0,0,,
3240,0,0,0,,
3241,0,0,0,,
3242,0,0,0,,
3243,0,0,0,,
3244,0,0,0,,
3245,0,0,0,,
3246,0,0,0,,
3247,0,0,0,,
3248,2,76,4,STAT_IMPULSIVEPOW,ATQ de Impacto
3249,0,0,0,,
3250,2,78,4,STAT_CUTTINGPOW,ATQ de Corte
3251,2,115,200,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
3252,0,0,0,,
3253,2,76,4,STAT_IMPULSIVEPOW,ATQ de Impacto
3254,2,169,200,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
3255,2,42,3,STAT_CRIRESPOW,Res. a Crítico
3256,2,40,3,STAT_DODGEPOW,Evasão
3257,2,37,280,STAT_MAXHP,HP Máx.
3258,2,67,200,STAT_CONRESRATE,Resistência a Debuff
3259,2,8,4,STAT_P_DEFPOW,DEF Física
3260,2,21,4,STAT_F_DEFPOW,DEF de Força
3261,0,0,0,,
3262,0,0,0,,
3263,0,0,0,,
3264,0,0,0,,
3265,0,0,0,,
3266,0,0,0,,
3267,0,0,0,,
3268,0,0,0,,
3269,0,0,0,,
3270,0,0,0,,
3271,0,0,0,,
3272,0,0,0,,
3273,2,22,3,STAT_F_HITPOW,Precisão de Força
3274,2,155,3,STAT_P_CRIRESPOW,Res. Crít. FÍS
3275,2,85,8,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
3276,2,36,2,STAT_DEFPOW,DEF
3277,2,9,3,STAT_P_HITPOW,Precisão Física
3278,2,156,3,STAT_F_CRIRESPOW,Res. Crít. FOR
3279,2,83,4,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3280,2,40,3,STAT_DODGEPOW,Evasão
3281,0,0,0,,
3282,0,0,0,,
3283,0,0,0,,
3284,0,0,0,,
3285,0,0,0,,
3286,0,0,0,,
3287,0,0,0,,
3288,0,0,0,,
3289,0,0,0,,
3290,0,0,0,,
3291,0,0,0,,
3292,0,0,0,,
3293,0,0,0,,
3294,0,0,0,,
3295,0,0,0,,
3296,0,0,0,,
3297,2,7,4,STAT_P_ATKPOW,ATQ Físico
3298,2,21,4,STAT_F_DEFPOW,DEF de Força
3299,0,0,0,,
3300,0,0,0,,
3301,2,20,4,STAT_F_ATKPOW,ATQ de Força
3302,0,0,0,,
3303,2,7,4,STAT_P_ATKPOW,ATQ Físico
3304,2,40,3,STAT_DODGEPOW,Evasão
3305,2,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
3306,2,83,5,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3307,2,99,8,STAT_WEAPONATKRES,Res ATQ de Arma
3308,2,42,4,STAT_CRIRESPOW,Res. a Crítico
3309,2,67,50,STAT_CONRESRATE,Resistência a Debuff
3310,2,66,50,STAT_CONHITRATE,Taxa de Acerto de Debuff
3311,0,0,0,,
3312,0,0,0,,
3313,0,0,0,,
3314,0,0,0,,
3315,0,0,0,,
3316,0,0,0,,
3317,0,0,0,,
3318,0,0,0,,
3319,0,0,0,,
3320,0,0,0,,
3321,0,0,0,,
3322,0,0,0,,
3323,0,0,0,,
3324,0,0,0,,
3325,0,0,0,,
3326,0,0,0,,
3327,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
3328,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
3329,0,0,0,,
3330,0,0,0,,
3331,2,98,3,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
3332,0,0,0,,
3333,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
3334,2,9,2,STAT_P_HITPOW,Precisão Física
3335,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3336,2,8,2,STAT_P_DEFPOW,DEF Física
3337,2,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
3338,2,75,3,STAT_IMPULSIVERES,DEF de Impacto
3339,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
3340,2,10,3,STAT_P_CRIHITPOW,Taxa Crít. FÍS
3341,0,0,0,,
3342,0,0,0,,
3343,0,0,0,,
3344,0,0,0,,
3345,0,0,0,,
3346,0,0,0,,
3347,0,0,0,,
3348,0,0,0,,
3349,0,0,0,,
3350,0,0,0,,
3351,0,0,0,,
3352,0,0,0,,
3353,0,0,0,,
3354,0,0,0,,
3355,0,0,0,,
3356,0,0,0,,
3357,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3358,2,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
3359,0,0,0,,
3360,0,0,0,,
3361,2,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
3362,0,0,0,,
3363,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
3364,2,22,2,STAT_F_HITPOW,Precisão de Força
3365,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
3366,2,21,2,STAT_F_DEFPOW,DEF de Força
3367,2,98,3,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
3368,2,77,3,STAT_CUTTINGRES,DEF de Corte
3369,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
3370,2,23,3,STAT_F_CRIHITPOW,Taxa Crít. FOR
3371,0,0,0,,
3372,0,0,0,,
3373,0,0,0,,
3374,0,0,0,,
3375,0,0,0,,
3376,0,0,0,,
3377,0,0,0,,
3378,0,0,0,,
3379,0,0,0,,
3380,0,0,0,,
3381,0,0,0,,
3382,0,0,0,,
3383,0,0,0,,
3384,0,0,0,,
3385,0,0,0,,
3386,0,0,0,,
3387,0,0,0,,
3388,2,76,4,STAT_IMPULSIVEPOW,ATQ de Impacto
3389,0,0,0,,
3390,2,77,4,STAT_CUTTINGRES,DEF de Corte
3391,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
3392,0,0,0,,
3393,2,74,4,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3394,2,78,4,STAT_CUTTINGPOW,ATQ de Corte
3395,2,108,3,STAT_F_SUBDMG,Res. Dano Força Fixo
3396,2,21,3,STAT_F_DEFPOW,DEF de Força
3397,2,156,3,STAT_F_CRIRESPOW,Res. Crít. FOR
3398,2,23,3,STAT_F_CRIHITPOW,Taxa Crít. FOR
3399,2,20,3,STAT_F_ATKPOW,ATQ de Força
3400,2,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3401,0,0,0,,
3402,0,0,0,,
3403,0,0,0,,
3404,0,0,0,,
3405,0,0,0,,
3406,0,0,0,,
3407,0,0,0,,
3408,0,0,0,,
3409,0,0,0,,
3410,0,0,0,,
3411,0,0,0,,
3412,0,0,0,,
3413,0,0,0,,
3414,0,0,0,,
3415,0,0,0,,
3416,0,0,0,,
3417,0,0,0,,
3418,2,78,4,STAT_CUTTINGPOW,ATQ de Corte
3419,0,0,0,,
3420,2,77,4,STAT_CUTTINGRES,DEF de Corte
3421,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
3422,0,0,0,,
3423,2,74,4,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3424,2,76,4,STAT_IMPULSIVEPOW,ATQ de Impacto
3425,2,107,3,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
3426,2,8,3,STAT_P_DEFPOW,DEF Física
3427,2,155,3,STAT_P_CRIRESPOW,Res. Crít. FÍS
3428,2,10,3,STAT_P_CRIHITPOW,Taxa Crít. FÍS
3429,2,7,3,STAT_P_ATKPOW,ATQ Físico
3430,2,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3431,0,0,0,,
3432,0,0,0,,
3433,0,0,0,,
3434,0,0,0,,
3435,0,0,0,,
3436,0,0,0,,
3437,0,0,0,,
3438,0,0,0,,
3439,2,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
3440,2,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
3441,0,0,0,,
3442,2,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
3443,2,40,1,STAT_DODGEPOW,Evasão
3444,2,106,2,STAT_ADDDMG,Dano Fixo
3445,2,95,2,STAT_MAXFP,FP Máx.
8000,0,0,0,,
8001,0,0,0,,
8002,0,0,0,,
8003,0,0,0,,
8004,0,0,0,,
8005,0,0,0,,
8006,0,0,0,,
8007,0,0,0,,
8008,0,0,0,,
8009,0,0,0,,
8010,0,0,0,,
8011,0,0,0,,
8012,0,0,0,,
8013,0,0,0,,
8014,0,0,0,,
8015,0,0,0,,
8016,0,0,0,,
8017,0,0,0,,
8018,0,0,0,,
8019,0,0,0,,
8020,0,0,0,,
8021,0,0,0,,
8022,0,0,0,,
8023,0,0,0,,
8024,0,0,0,,
8025,0,0,0,,
8026,0,0,0,,
8027,0,0,0,,
8028,0,0,0,,
8029,0,0,0,,
8030,0,0,0,,
8031,0,0,0,,
8032,0,0,0,,
8033,0,0,0,,
8034,0,0,0,,
8035,0,0,0,,
8036,0,0,0,,
8037,0,0,0,,
8038,0,0,0,,
8039,0,0,0,,
8040,0,0,0,,
8041,0,0,0,,
8042,0,0,0,,
8043,0,0,0,,
8044,0,0,0,,
8045,0,0,0,,
8046,0,0,0,,
8047,0,0,0,,
8048,0,0,0,,
8049,0,0,0,,
8050,0,0,0,,
8051,0,0,0,,
8052,0,0,0,,
8053,0,0,0,,
8054,0,0,0,,
8055,0,0,0,,
8056,0,0,0,,
8057,0,0,0,,
8058,0,0,0,,
8059,0,0,0,,
8060,0,0,0,,
8061,0,0,0,,
8062,0,0,0,,
8063,0,0,0,,
8064,0,0,0,,
8065,0,0,0,,
8066,0,0,0,,
8067,0,0,0,,
8068,0,0,0,,
8069,0,0,0,,
8070,0,0,0,,
8071,0,0,0,,
8072,0,0,0,,
8073,0,0,0,,
8074,0,0,0,,
8075,0,0,0,,
8076,0,0,0,,
8077,0,0,0,,
8078,0,0,0,,
8079,0,0,0,,
8080,0,0,0,,
8081,0,0,0,,
8082,0,0,0,,
8083,0,0,0,,
8084,0,0,0,,
8085,0,0,0,,
8086,0,0,0,,
8087,0,0,0,,
8088,0,0,0,,
8089,0,0,0,,
8090,0,0,0,,
8091,0,0,0,,
8092,0,0,0,,
8093,0,0,0,,
8094,0,0,0,,
8095,0,0,0,,
8096,0,0,0,,
8097,0,0,0,,
8098,0,0,0,,
8099,0,0,0,,
8100,0,0,0,,
8101,0,0,0,,
8102,0,0,0,,
8103,0,0,0,,
8104,0,0,0,,
8105,0,0,0,,
8106,0,0,0,,
8107,0,0,0,,
8108,2,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
8109,2,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
8110,2,100,4,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
8111,2,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
8112,2,152,1,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
8113,2,7,1,STAT_P_ATKPOW,ATQ Físico
8114,2,40,1,STAT_DODGEPOW,Evasão
8115,0,0,0,,
8116,0,0,0,,
8117,0,0,0,,
8118,0,0,0,,
8119,0,0,0,,
8120,0,0,0,,
8121,0,0,0,,
8122,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
8123,2,169,100,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
8124,2,21,1,STAT_F_DEFPOW,DEF de Força
8125,2,101,4,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
8126,2,8,1,STAT_P_DEFPOW,DEF Física
8127,2,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
8128,2,20,1,STAT_F_ATKPOW,ATQ de Força
8129,2,38,1,STAT_HITPOW,Precisão
8130,0,0,0,,
8131,0,0,0,,
8132,0,0,0,,
8133,0,0,0,,
8134,0,0,0,,
8135,0,0,0,,
8136,0,0,0,,
8137,0,0,0,,
8138,2,126,100,STAT_PULLHITRATE,Taxa de Acerto de Puxão
8139,2,39,3,STAT_CRIDMG,Dano Crítico
8140,2,91,15,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
8141,2,10,1,STAT_P_CRIHITPOW,Taxa Crít. FÍS
8142,2,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
8143,2,102,3,STAT_DOUBLE,Taxa Acer. ATQ Máx.
8144,2,177,2,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
8145,0,0,0,,
8146,0,0,0,,
8147,0,0,0,,
8148,0,0,0,,
8149,0,0,0,,
8150,0,0,0,,
8151,0,0,0,,
8152,0,0,0,,
8153,2,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
8154,2,132,100,STAT_SLEEPRESRATE,Resistência a Sono
8155,2,99,1,STAT_WEAPONATKRES,Res ATQ de Arma
8156,2,23,1,STAT_F_CRIHITPOW,Taxa Crít. FOR
8157,2,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
8158,2,105,3,STAT_F_ADDDMG,Dano Fixo de Força
8159,2,178,2,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
8160,0,0,0,,
8161,0,0,0,,
8162,0,0,0,,
8163,0,0,0,,
8164,0,0,0,,
8165,0,0,0,,
8166,0,0,0,,
8167,0,0,0,,
8168,2,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
8169,2,7,1,STAT_P_ATKPOW,ATQ Físico
8170,0,0,0,,
8171,2,20,1,STAT_F_ATKPOW,ATQ de Força
8172,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
8173,2,35,1,STAT_ATKPOW,ATQ
8174,2,37,80,STAT_MAXHP,HP Máx.
9008,0,0,0,,
9009,0,0,0,,
9010,0,0,0,,
9011,0,0,0,,
9012,0,0,0,,
9013,0,0,0,,
9014,0,0,0,,
9015,0,0,0,,
9016,0,0,0,,
9017,0,0,0,,
9018,0,0,0,,
9019,0,0,0,,
9020,0,0,0,,
9021,0,0,0,,
9022,0,0,0,,
9023,0,0,0,,
9024,0,0,0,,
9025,0,0,0,,
9026,0,0,0,,
9027,0,0,0,,
9028,0,0,0,,
9029,0,0,0,,
9030,0,0,0,,
9031,0,0,0,,
9032,0,0,0,,
9033,0,0,0,,
9034,0,0,0,,
9035,0,0,0,,
9036,0,0,0,,
9037,0,0,0,,
9038,0,0,0,,
9039,0,0,0,,
9040,0,0,0,,
9041,0,0,0,,
9042,1,36,1,STAT_DEFPOW,DEF
9043,0,0,0,,
9044,0,0,0,,
9045,0,0,0,,
9046,0,0,0,,
9047,1,78,2,STAT_CUTTINGPOW,ATQ de Corte
9048,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
9049,1,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
9050,1,78,2,STAT_CUTTINGPOW,ATQ de Corte
9051,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
9052,1,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
9053,0,0,0,,
9054,0,0,0,,
9055,0,0,0,,
9056,0,0,0,,
9057,0,0,0,,
9058,0,0,0,,
9059,0,0,0,,
9060,0,0,0,,
9061,0,0,0,,
9062,0,0,0,,
9063,0,0,0,,
9064,0,0,0,,
9065,0,0,0,,
9066,0,0,0,,
9067,0,0,0,,
9068,0,0,0,,
9069,0,0,0,,
9070,0,0,0,,
9071,0,0,0,,
9072,0,0,0,,
9073,0,0,0,,
9074,0,0,0,,
9075,0,0,0,,
9076,0,0,0,,
9077,0,0,0,,
9078,0,0,0,,
9079,0,0,0,,
9080,0,0,0,,
9081,0,0,0,,
9082,0,0,0,,
9083,0,0,0,,
9084,0,0,0,,
9085,0,0,0,,
9086,0,0,0,,
9087,0,0,0,,
9088,0,0,0,,
9089,0,0,0,,
9090,0,0,0,,
9091,0,0,0,,
9092,0,0,0,,
9093,0,0,0,,
9094,0,0,0,,
9095,0,0,0,,
9096,0,0,0,,
9097,0,0,0,,
9098,0,0,0,,
9099,0,0,0,,
9100,0,0,0,,
9101,0,0,0,,
9102,0,0,0,,
9103,0,0,0,,
9104,0,0,0,,
9105,0,0,0,,
9106,0,0,0,,
9107,0,0,0,,
9108,0,0,0,,
9109,0,0,0,,
9110,0,0,0,,
9111,0,0,0,,
9112,0,0,0,,
9113,0,0,0,,
9114,0,0,0,,
9115,0,0,0,,
9116,0,0,0,,
9117,0,0,0,,
9118,0,0,0,,
9119,0,0,0,,
9200,0,0,0,,
9201,0,0,0,,
9202,0,0,0,,
9203,0,0,0,,
9204,0,0,0,,
9205,0,0,0,,
9206,0,0,0,,
9207,0,0,0,,
9208,0,0,0,,
9209,0,0,0,,
9210,0,0,0,,
9211,0,0,0,,
9212,0,0,0,,
9213,0,0,0,,
9214,0,0,0,,
9215,0,0,0,,
9216,0,0,0,,
9217,0,0,0,,
9218,0,0,0,,
9219,0,0,0,,
9220,0,0,0,,
9221,0,0,0,,
9222,0,0,0,,
9223,0,0,0,,
9224,0,0,0,,
9225,0,0,0,,
9226,0,0,0,,
9227,0,0,0,,
9228,0,0,0,,
9229,0,0,0,,
9230,0,0,0,,
9231,0,0,0,,
9232,0,0,0,,
9233,0,0,0,,
9234,0,0,0,,
9235,0,0,0,,
9236,0,0,0,,
9237,0,0,0,,
9238,0,0,0,,
9239,0,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
9240,0,0,0,,
9241,0,0,0,,
9242,0,0,0,,
9243,0,0,0,,
9244,0,0,0,,
9245,0,0,0,,
9246,0,0,0,,
9247,0,0,0,,
9248,0,0,0,,
9249,0,0,0,,
9250,0,0,0,,
9251,0,0,0,,
9252,0,0,0,,
9253,0,0,0,,
9254,0,0,0,,
9255,0,0,0,,
9256,0,0,0,,
9257,0,0,0,,
9258,0,0,0,,
9259,0,0,0,,
9260,0,0,0,,
9261,0,0,0,,
9262,0,149,5,STAT_STIFFRESRATE,Resistência a Cambaleio
9263,0,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
9264,0,0,0,,
9265,0,0,0,,
9266,0,0,0,,
9267,0,0,0,,
9268,0,0,0,,
9269,0,0,0,,
9270,0,0,0,,
9271,0,0,0,,
9272,0,0,0,,
9273,0,0,0,,
9274,0,0,0,,
9275,0,0,0,,
9276,0,0,0,,
9277,0,0,0,,
9278,0,0,0,,
9279,0,0,0,,
9280,0,0,0,,
9281,0,0,0,,
9282,0,0,0,,
9283,0,0,0,,
9284,0,0,0,,
9285,0,0,0,,
9286,0,0,0,,
9287,0,0,0,,
9288,0,0,0,,
9289,0,0,0,,
9290,0,0,0,,
9291,0,0,0,,
9292,0,0,0,,
9293,0,0,0,,
9294,0,0,0,,
9295,0,0,0,,
9296,0,0,0,,
9297,0,0,0,,
9298,0,0,0,,
9299,0,0,0,,
9300,0,0,0,,
9301,0,0,0,,
9302,0,0,0,,
9303,0,0,0,,
9304,0,0,0,,
9305,0,0,0,,
9306,0,0,0,,
9307,0,0,0,,
9308,0,0,0,,
9309,0,0,0,,
9310,0,0,0,,
9311,0,0,0,,
9312,0,0,0,,
9313,0,0,0,,
9314,0,0,0,,
9315,0,0,0,,
9316,0,0,0,,
9317,0,0,0,,
9318,0,0,0,,
9319,0,0,0,,
9320,0,0,0,,
9321,0,0,0,,
9322,0,0,0,,
9323,0,0,0,,
9324,0,0,0,,
9325,0,0,0,,
9326,0,0,0,,
9327,0,0,0,,
9328,0,0,0,,
9329,0,0,0,,
9330,0,0,0,,
9331,0,0,0,,
9332,0,0,0,,
9333,0,0,0,,
9334,0,0,0,,
9335,0,0,0,,
9336,0,0,0,,
9337,0,0,0,,
9338,0,0,0,,
9339,0,0,0,,
9340,0,0,0,,
9341,0,0,0,,
9342,0,0,0,,
9343,0,0,0,,
9344,0,0,0,,
9345,0,0,0,,
9346,0,0,0,,
9347,0,0,0,,
9348,0,0,0,,
9349,0,0,0,,
9350,0,0,0,,
9351,0,0,0,,
9352,0,0,0,,
9353,0,0,0,,
9354,0,0,0,,
9355,0,0,0,,
9356,0,0,0,,
9357,0,0,0,,
9358,0,0,0,,
9359,0,0,0,,
9360,0,0,0,,
9361,0,0,0,,
9362,0,0,0,,
9363,0,0,0,,
9364,0,0,0,,
9365,0,0,0,,
9366,0,0,0,,
9367,0,0,0,,
9368,0,0,0,,
9369,0,0,0,,
9370,0,0,0,,
9371,0,0,0,,
9372,0,0,0,,
9373,0,0,0,,
9374,0,0,0,,
9375,0,0,0,,
9376,0,0,0,,
9377,0,0,0,,
9378,0,0,0,,
9379,0,0,0,,
9380,0,0,0,,
9381,0,0,0,,
9382,0,0,0,,
9383,0,0,0,,
9384,0,0,0,,
9385,0,0,0,,
9386,0,0,0,,
9387,0,0,0,,
9388,0,0,0,,
9389,0,0,0,,
9390,0,0,0,,
9391,0,0,0,,
9392,0,0,0,,
9393,0,0,0,,
9394,0,0,0,,
9395,0,0,0,,
9396,0,0,0,,
9397,0,0,0,,
9398,0,0,0,,
9399,0,0,0,,
9400,0,0,0,,
9401,0,0,0,,
9402,0,0,0,,
9403,0,0,0,,
9404,0,0,0,,
9405,0,0,0,,
9406,0,0,0,,
9407,0,0,0,,
9408,0,0,0,,
9409,0,0,0,,
9410,0,0,0,,
9411,0,0,0,,
9412,0,0,0,,
9413,0,0,0,,
9414,0,0,0,,
9415,0,0,0,,
9416,0,0,0,,
9417,0,0,0,,
9418,0,0,0,,
9419,0,0,0,,
9420,0,0,0,,
9421,0,0,0,,
9422,0,0,0,,
9423,0,0,0,,
9424,0,0,0,,
9425,0,0,0,,
9426,0,0,0,,
9427,0,0,0,,
9428,0,0,0,,
9429,0,0,0,,
9430,0,0,0,,
9431,0,0,0,,
9432,0,0,0,,
9433,0,0,0,,
9434,0,0,0,,
9435,0,0,0,,
9436,0,0,0,,
9437,0,0,0,,
9438,0,0,0,,
9439,0,0,0,,
9440,0,0,0,,
9441,0,0,0,,
9442,0,0,0,,
9443,0,0,0,,
9444,0,0,0,,
9445,0,0,0,,
9446,0,0,0,,
9447,0,0,0,,
9448,0,0,0,,
9449,0,0,0,,
9450,0,0,0,,
9451,0,0,0,,
9452,0,0,0,,
9453,0,0,0,,
9454,0,0,0,,
9455,0,0,0,,
9456,0,0,0,,
9457,0,0,0,,
9458,0,0,0,,
9459,0,0,0,,
9460,0,0,0,,
9461,0,0,0,,
9462,0,0,0,,
9463,0,0,0,,
9464,0,0,0,,
9465,0,0,0,,
9466,0,0,0,,
9467,0,0,0,,
9468,0,0,0,,
9469,0,0,0,,
9470,0,0,0,,
9471,0,0,0,,
9472,0,0,0,,
9473,0,0,0,,
9474,0,0,0,,
9475,0,0,0,,
9476,0,0,0,,
9477,0,0,0,,
9478,0,0,0,,
9479,0,0,0,,
9480,0,0,0,,
9481,0,0,0,,
9482,0,0,0,,
9483,0,0,0,,
9484,0,0,0,,
9485,0,0,0,,
9486,0,0,0,,
9487,0,0,0,,
9488,0,0,0,,
9489,0,0,0,,
9490,0,0,0,,
9491,0,0,0,,
9492,0,0,0,,
9493,0,0,0,,
9494,0,0,0,,
9495,0,0,0,,
9496,0,0,0,,
9497,0,0,0,,
9498,0,0,0,,
9499,0,0,0,,
9500,0,0,0,,
9501,0,0,0,,
9502,0,0,0,,
9503,0,0,0,,
9504,0,0,0,,
9505,0,0,0,,
9506,0,0,0,,
9507,0,0,0,,
9508,0,0,0,,
9509,0,0,0,,
9510,0,0,0,,
9511,0,0,0,,
9512,0,0,0,,
9513,0,0,0,,
9514,0,0,0,,
9515,0,0,0,,
9516,0,0,0,,
9517,0,0,0,,
9518,0,0,0,,
9519,0,0,0,,
9520,0,0,0,,
9521,0,0,0,,
9522,0,0,0,,
9523,0,0,0,,
9524,0,0,0,,
9525,0,0,0,,
9526,0,0,0,,
9527,0,0,0,,
9528,0,0,0,,
9529,0,0,0,,
9530,0,0,0,,
9531,0,0,0,,
9532,0,0,0,,
9533,0,0,0,,
9534,0,0,0,,
9535,0,0,0,,
9536,0,0,0,,
9537,0,0,0,,
9538,0,0,0,,
9539,0,0,0,,
9540,0,0,0,,
9541,0,0,0,,
9542,0,0,0,,
9543,0,0,0,,
9544,0,0,0,,
9545,0,0,0,,
9546,0,0,0,,
9547,0,0,0,,
9548,0,0,0,,
9549,0,0,0,,
9550,0,0,0,,
9551,0,0,0,,
9552,0,0,0,,
9553,0,0,0,,
9554,0,0,0,,
9555,0,0,0,,
9556,0,0,0,,
9557,0,0,0,,
9558,0,0,0,,
9559,0,0,0,,
9560,0,0,0,,
9561,0,0,0,,
9562,0,0,0,,
9563,0,0,0,,
9564,0,0,0,,
9565,0,0,0,,
9566,0,0,0,,
9567,0,0,0,,
9568,0,0,0,,
9569,0,0,0,,
9570,0,0,0,,
9571,0,0,0,,
9572,0,0,0,,
9573,0,0,0,,
9574,0,0,0,,
9575,0,0,0,,
9576,0,0,0,,
9577,0,0,0,,
9578,0,0,0,,
9579,0,0,0,,
9580,0,0,0,,
9581,0,0,0,,
9582,0,0,0,,
9583,0,0,0,,
9584,0,0,0,,
9585,0,0,0,,
9586,0,0,0,,
9587,0,0,0,,
9588,0,0,0,,
9589,0,0,0,,
9590,0,0,0,,
9591,0,0,0,,
9592,0,0,0,,
9593,0,0,0,,
9594,0,0,0,,
9595,0,0,0,,
9596,0,0,0,,
9597,0,0,0,,
9598,0,0,0,,
9599,0,0,0,,
9600,0,0,0,,
9601,0,0,0,,
9602,0,0,0,,
9603,0,0,0,,
9604,0,0,0,,
9605,0,0,0,,
9606,0,0,0,,
9607,0,0,0,,
9608,0,0,0,,
9609,0,0,0,,
9610,0,0,0,,
9611,0,0,0,,
9612,0,0,0,,
9613,0,0,0,,
9614,0,0,0,,
9615,0,0,0,,
9616,0,0,0,,
9617,0,0,0,,
9618,0,0,0,,
9619,0,0,0,,
9620,0,0,0,,
9621,0,0,0,,
9622,0,0,0,,
9623,0,0,0,,
9624,0,0,0,,
9625,0,0,0,,
9626,0,0,0,,
9627,0,0,0,,
9628,0,0,0,,
9629,0,0,0,,
9630,0,0,0,,
9631,0,0,0,,
9632,0,0,0,,
9633,0,0,0,,
9634,0,0,0,,
9635,0,0,0,,
9636,0,0,0,,
9637,0,0,0,,
9638,0,0,0,,
9639,0,0,0,,
9640,0,0,0,,
9641,0,0,0,,
9642,0,0,0,,
9643,0,0,0,,
9644,0,0,0,,
9645,0,0,0,,
9646,0,0,0,,
9647,0,0,0,,
9648,0,0,0,,
9649,0,0,0,,
9650,0,0,0,,
9651,0,0,0,,
9652,0,0,0,,
9653,0,0,0,,
9654,0,0,0,,
9655,0,0,0,,
9656,0,0,0,,
9657,0,0,0,,
9658,0,0,0,,
9659,0,0,0,,
9660,0,0,0,,
9661,0,0,0,,
9662,0,0,0,,
9663,0,0,0,,
9664,0,0,0,,
9665,0,0,0,,
9666,0,0,0,,
