NPCIndex,NPCNamePTBR,NPCLevel,RewardIndex,SubGroupIndex,EXPBaseMin,ObservedTarget,DifferenceFromObserved
3125310,Equus Limen Hyburn,112,1000742,61000020112,131419,16303,115116
3125311,Limen Hyburn Nepa,112,1000743,61000020112,131419,16303,115116
3125312,Limen Juiz Thermit,112,1000744,61000020112,131419,16303,115116
3125397,Estilhaçador Selvagem,110,1000745,61000020110,116669,16303,100366
3125398,Canibal Selvagem,111,1000746,61000020111,123919,16303,107616
3125399,Pathfinder Desenfreado,112,1000747,61000020112,131419,16303,115116
3126301,Sacer Mortal Vafer,113,1000748,61000020113,139169,16303,122866
3126302,Sacer Rex Vafer,113,1000749,61000020113,139169,16303,122866
3126303,Lanceiro Snatcher Sacer,113,1000750,61000020113,139169,16303,122866
3126304,Sacer Arremessador Snatcher,113,1000751,61000020114,147169,16303,130866
3126305,Sacer Guerreiro Crawler,114,1000752,61000020114,147169,16303,130866
3126306,Sacer Batedor Crawler,114,1000753,61000020114,147169,16303,130866
3126307,Sacer Mentalista Palid,114,1000754,61000020114,147169,16303,130866
3126308,Feiticeiro Palid Sacer,114,1000755,61000020114,147169,16303,130866
3126309,Catus de Cristal Sacer,115,1000756,61000020115,155419,16303,139116
3126310,Gaff de Cristal Sacer,115,1000757,61000020115,155419,16303,139116
3126311,Lápis de Cristal Sacer,115,1000758,61000020115,155419,16303,139116
3126312,Chifre de Grumble de Cristal Sagrado,115,1000759,61000020115,155419,16303,139116
3126313,Fantasma Enfurecido,113,1000760,61000020113,139169,16303,122866
3126314,Simbiôntico Selvagem,114,1000761,61000020114,147169,16303,130866
3126315,Estilhaçador Selvagem,115,1000762,61000020115,155419,16303,139116
3120301,Cordis Nyoka,115,1000763,61000020117,172669,16303,156366
3120302,Cordis Meevlan,115,1000764,61000020117,172669,16303,156366
3120303,Cordis Gafftail,115,1000765,61000020117,172669,16303,156366
3120304,Cordis Mortal Vafer,116,1000766,61000020118,181669,16303,165366
3120305,Cordis Rex Vafer,116,1000767,61000020118,181669,16303,165366
3120306,Lançador Furtivo Cordis,116,1000768,61000020118,181669,16303,165366
3120307,Cordis Portuário Lydian,117,1000769,61000020119,190919,16303,174616
3120308,Cordis Passer Alpha,117,1000770,61000020119,190919,16303,174616
3120309,Controle Cordis Bork,117,1000771,61000020119,190919,16303,174616
3120310,Cordis Grumble Oul,118,1000772,61000020120,200419,16303,184116
3120311,Cordis Lapis,118,1000773,61000020120,200419,16303,184116
3120312,Cordis Kadal,118,1000774,61000020120,200419,16303,184116
3120396,Arghol Selvagem,115,1000775,61000020117,172669,16303,156366
3120397,Criminoso Selvagem,116,1000776,61000020118,181669,16303,165366
3120398,Pinça Mecha Desenfreada,117,1000777,61000020119,190919,16303,174616
3120399,Fantasma Blindado Enfurecido,118,1000778,61000020120,200419,16303,184116
343101,Sentinela Android,35,1200000,27000020001,351,16303,-15952
343102,Defensor Android,35,1200001,27000020001,351,16303,-15952
343103,Fuzileiro Android,35,1200002,27000020001,351,16303,-15952
343104,Choque de Android,35,1200003,27000020001,351,16303,-15952
343105,Sniper Android,35,1200004,27000020001,351,16303,-15952
343106,Escolta Android,35,1200005,27000020001,351,16303,-15952
343107,Comandante Android,35,1200006,27000020001,351,16303,-15952
343201,Sentinela Android,40,1200007,27000020002,477,16303,-15826
343202,Defensor Android,40,1200008,27000020002,477,16303,-15826
343203,Fuzileiro Android,40,1200009,27000020002,477,16303,-15826
343204,Choque de Android,40,1200010,27000020002,477,16303,-15826
343205,Sniper Android,40,1200011,27000020002,477,16303,-15826
343206,Escolta Android,40,1200012,27000020002,477,16303,-15826
343207,Comandante Android,40,1200013,27000020002,477,16303,-15826
343301,Sentinela Android,45,1200014,27000020003,1077,16303,-15226
343302,Defensor Android,45,1200015,27000020003,1077,16303,-15226
343303,Fuzileiro Android,45,1200016,27000020003,1077,16303,-15226
343304,Choque de Android,45,1200017,27000020003,1077,16303,-15226
343305,Sniper Android,45,1200018,27000020003,1077,16303,-15226
343306,Escolta Android,45,1200019,27000020003,1077,16303,-15226
343307,Comandante Android,45,1200020,27000020003,1077,16303,-15226
343401,Sentinela Android,50,1200021,27000020004,2337,16303,-13966
343402,Defensor Android,50,1200022,27000020004,2337,16303,-13966
343403,Fuzileiro Android,50,1200023,27000020004,2337,16303,-13966
343404,Choque de Android,50,1200024,27000020004,2337,16303,-13966
343405,Sniper Android,50,1200025,27000020004,2337,16303,-13966
343406,Escolta Android,50,1200026,27000020004,2337,16303,-13966
343407,Comandante Android,50,1200027,27000020004,2337,16303,-13966
343501,Sentinela Android,55,1200028,27000020005,3807,16303,-12496
343502,Defensor Android,55,1200029,27000020005,3807,16303,-12496
343503,Fuzileiro Android,55,1200030,27000020005,3807,16303,-12496
343504,Choque de Android,55,1200031,27000020005,3807,16303,-12496
343505,Sniper Android,55,1200032,27000020005,3807,16303,-12496
343506,Escolta Android,55,1200033,27000020005,3807,16303,-12496
343507,Comandante Android,55,1200034,27000020005,3807,16303,-12496
343601,Sentinela Android,60,1200035,27000020006,5307,16303,-10996
343602,Defensor Android,60,1200036,27000020006,5307,16303,-10996
343603,Fuzileiro Android,60,1200037,27000020006,5307,16303,-10996
343604,Choque de Android,60,1200038,27000020006,5307,16303,-10996
343605,Sniper Android,60,1200039,27000020006,5307,16303,-10996
343606,Escolta Android,60,1200040,27000020006,5307,16303,-10996
343607,Comandante Android,60,1200041,27000020006,5307,16303,-10996
343701,Sentinela Android,65,1200042,27000020007,10107,16303,-6196
343702,Defensor Android,65,1200043,27000020007,10107,16303,-6196
343703,Fuzileiro Android,65,1200044,27000020007,10107,16303,-6196
343704,Choque de Android,65,1200045,27000020007,10107,16303,-6196
343705,Sniper Android,65,1200046,27000020007,10107,16303,-6196
343706,Escolta Android,65,1200047,27000020007,10107,16303,-6196
343707,Comandante Android,65,1200048,27000020007,10107,16303,-6196
343801,Sentinela Android,70,1200049,27000020008,19707,16303,3404
343802,Defensor Android,70,1200050,27000020008,19707,16303,3404
343803,Fuzileiro Android,70,1200051,27000020008,19707,16303,3404
343804,Choque de Android,70,1200052,27000020008,19707,16303,3404
343805,Sniper Android,70,1200053,27000020008,19707,16303,3404
343806,Escolta Android,70,1200054,27000020008,19707,16303,3404
343807,Comandante Android,70,1200055,27000020008,19707,16303,3404
343901,Sentinela Android,75,1200056,27000020009,32607,16303,16304
343902,Defensor Android,75,1200057,27000020009,32607,16303,16304
343903,Fuzileiro Android,75,1200058,27000020009,32607,16303,16304
343904,Choque de Android,75,1200059,27000020009,32607,16303,16304
343905,Sniper Android,75,1200060,27000020009,32607,16303,16304
343906,Escolta Android,75,1200061,27000020009,32607,16303,16304
343907,Comandante Android,75,1200062,27000020009,32607,16303,16304
344001,Sentinela Android,80,1200063,27000020010,52407,16303,36104
344002,Defensor Android,80,1200064,27000020010,52407,16303,36104
344003,Fuzileiro Android,80,1200065,27000020010,52407,16303,36104
344004,Choque de Android,80,1200066,27000020010,52407,16303,36104
344005,Sniper Android,80,1200067,27000020010,52407,16303,36104
344006,Escolta Android,80,1200068,27000020010,52407,16303,36104
344007,Comandante Android,80,1200069,27000020010,52407,16303,36104
3421101,Sentinela Android,85,1200070,27000020011,75657,16303,59354
3421102,Defensor Android,85,1200071,27000020011,75657,16303,59354
3421103,Fuzileiro Android,85,1200072,27000020011,75657,16303,59354
3421104,Choque de Android,85,1200073,27000020011,75657,16303,59354
3421105,Sniper Android,85,1200074,27000020011,75657,16303,59354
3421106,Escolta Android,85,1200075,27000020011,75657,16303,59354
3421107,Comandante Android,85,1200076,27000020011,75657,16303,59354
3421201,Sentinela Android,90,1200077,27000020012,102657,16303,86354
3421202,Defensor Android,90,1200078,27000020012,102657,16303,86354
3421203,Fuzileiro Android,90,1200079,27000020012,102657,16303,86354
3421204,Choque de Android,90,1200080,27000020012,102657,16303,86354
3421205,Sniper Android,90,1200081,27000020012,102657,16303,86354
3421206,Escolta Android,90,1200082,27000020012,102657,16303,86354
3421207,Comandante Android,90,1200083,27000020012,102657,16303,86354
3421301,Sentinela Android,95,1200084,27000020013,133407,16303,117104
3421302,Defensor Android,95,1200085,27000020013,133407,16303,117104
3421303,Fuzileiro Android,95,1200086,27000020013,133407,16303,117104
3421304,Choque de Android,95,1200087,27000020013,133407,16303,117104
3421305,Sniper Android,95,1200088,27000020013,133407,16303,117104
3421306,Escolta Android,95,1200089,27000020013,133407,16303,117104
3421307,Comandante Android,95,1200090,27000020013,133407,16303,117104
3421401,Sentinela Android,100,1200091,27000020014,184557,16303,168254
3421402,Defensor Android,100,1200092,27000020014,184557,16303,168254
3421403,Fuzileiro Android,100,1200093,27000020014,184557,16303,168254
3421404,Choque de Android,100,1200094,27000020014,184557,16303,168254
3421405,Sniper Android,100,1200095,27000020014,184557,16303,168254
3421406,Escolta Android,100,1200096,27000020014,184557,16303,168254
3421407,Comandante Android,100,1200097,27000020014,184557,16303,168254
340301,Guerreiro Mecânico,45,1200500,1000020049,689,16303,-15614
340302,Artilheiro Mecânico,45,1200501,1000020049,689,16303,-15614
340303,Espadachim Mecânico,45,1200502,1000020049,689,16303,-15614
340304,Mech Ranger,45,1200503,1000020049,689,16303,-15614
340305,Sentinela Big Magnum,45,1200504,1000020049,689,16303,-15614
340306,Grande Guerreiro Magnum,45,1200505,1000020049,689,16303,-15614
340307,Drone Peep,45,1200506,1000020049,689,16303,-15614
340308,Drone Farejador,45,1200507,1000020049,689,16303,-15614
340309,Bork Laser,45,1200508,1000020049,689,16303,-15614
340310,Bork de Assalto,45,1200509,1000020049,689,16303,-15614
340311,Controle Bork,45,1200510,1000020049,689,16303,-15614
340312,Fantasma Enfurecido,45,1200511,1000020049,689,16303,-15614
340331,Guerreiro Mecânico,50,1200512,1000020054,1169,16303,-15134
340332,Artilheiro Mecânico,50,1200513,1000020054,1169,16303,-15134
340333,Espadachim Mecânico,50,1200514,1000020054,1169,16303,-15134
340334,Mech Ranger,50,1200515,1000020054,1169,16303,-15134
340335,Grande Sentinela Magnum,50,1200516,1000020054,1169,16303,-15134
340336,Grande Guerreiro Magnum,50,1200517,1000020054,1169,16303,-15134
340337,Drone Peep,50,1200518,1000020054,1169,16303,-15134
340338,Drone Farejador,50,1200519,1000020054,1169,16303,-15134
340339,Bork Laser,50,1200520,1000020054,1169,16303,-15134
340340,Bork de Assalto,50,1200521,1000020054,1169,16303,-15134
340341,Controle Bork,50,1200522,1000020054,1169,16303,-15134
340342,Fantasma Enfurecido,50,1200523,1000020054,1169,16303,-15134
340361,Guerreiro Mech,55,1200524,1000020059,1669,16303,-14634
340362,Atirador de Mecha,55,1200525,1000020059,1669,16303,-14634
340363,Espadachim Mecânico,55,1200526,1000020059,1669,16303,-14634
340364,Mech Ranger,55,1200527,1000020059,1669,16303,-14634
340365,Sentinela Big Magnum,55,1200528,1000020059,1669,16303,-14634
340366,Grande Guerreiro Magnum,55,1200529,1000020059,1669,16303,-14634
340367,Drone Peep,55,1200530,1000020059,1669,16303,-14634
340368,Drone Farejador,55,1200531,1000020059,1669,16303,-14634
340369,Bork Laser,55,1200532,1000020059,1669,16303,-14634
340370,Bork de Assalto,55,1200533,1000020059,1669,16303,-14634
340371,Controle Bork,55,1200534,1000020059,1669,16303,-14634
340372,Fantasma Enfurecido,55,1200535,1000020059,1669,16303,-14634
340401,Guerreiro Mecânico,60,1200536,1000020064,2869,16303,-13434
340402,Artilheiro Mecânico,60,1200537,1000020064,2869,16303,-13434
340403,Espadachim Mecânico,60,1200538,1000020064,2869,16303,-13434
340404,Mech Ranger,60,1200539,1000020064,2869,16303,-13434
340405,Grande Sentinela Magnum,60,1200540,1000020064,2869,16303,-13434
340406,Grande Guerreiro Magnum,60,1200541,1000020064,2869,16303,-13434
340407,Comandante da Espada,60,1200542,1000020064,2869,16303,-13434
340408,Comandante Artilheiro,60,1200543,1000020064,2869,16303,-13434
340409,Passer Alpha,60,1200544,1000020064,2869,16303,-13434
340410,Mula Armada,60,1200545,1000020064,2869,16303,-13434
340411,Passador Delta,60,1200546,1000020064,2869,16303,-13434
340412,Fantasma Enfurecido,60,1200547,1000020064,2869,16303,-13434
340431,Guerreiro Mecânico,64,1200548,1000020068,5169,16303,-11134
340432,Atirador Mecânico,64,1200549,1000020068,5169,16303,-11134
340433,Espadachim Mecânico,64,1200550,1000020068,5169,16303,-11134
340434,Mech Ranger,64,1200551,1000020068,5169,16303,-11134
340435,Sentinela Big Magnum,64,1200552,1000020068,5169,16303,-11134
340436,Grande Guerreiro Magnum,64,1200553,1000020068,5169,16303,-11134
340437,Comandante da Espada,64,1200554,1000020068,5169,16303,-11134
340438,Comandante Artilheiro,64,1200555,1000020068,5169,16303,-11134
340439,Passer Alpha,64,1200556,1000020068,5169,16303,-11134
340440,Mula Armada,64,1200557,1000020068,5169,16303,-11134
340441,Passador Delta,64,1200558,1000020068,5169,16303,-11134
340442,Fantasma Enfurecido,64,1200559,1000020068,5169,16303,-11134
340461,Guerreiro Mecânico,68,1200560,1000020072,8069,16303,-8234
340462,Atirador de Mechas,68,1200561,1000020072,8069,16303,-8234
340463,Espadachim Mecânico,68,1200562,1000020072,8069,16303,-8234
340464,Mech Ranger,68,1200563,1000020072,8069,16303,-8234
340465,Grande Sentinela Magnum,68,1200564,1000020072,8069,16303,-8234
340466,Grande Guerreiro Magnum,68,1200565,1000020072,8069,16303,-8234
340467,Comandante de Espada,68,1200566,1000020072,8069,16303,-8234
340468,Comandante Artilheiro,68,1200567,1000020072,8069,16303,-8234
340469,Passer Alpha,68,1200568,1000020072,8069,16303,-8234
340470,Mula Armada,68,1200569,1000020072,8069,16303,-8234
340471,Passador Delta,68,1200570,1000020072,8069,16303,-8234
340472,Fantasma Enfurecido,68,1200571,1000020072,8069,16303,-8234
340501,Guerreiro Mecânico,72,1200572,1000020076,12169,16303,-4134
340502,Artilheiro Mecânico,72,1200573,1000020076,12169,16303,-4134
340503,Espadachim Mecânico,72,1200574,1000020076,12169,16303,-4134
340504,Mech Ranger,72,1200575,1000020076,12169,16303,-4134
340505,Grande Sentinela Magnum,72,1200576,1000020076,12169,16303,-4134
340506,Grande Guerreiro Magnum,72,1200577,1000020076,12169,16303,-4134
340507,Guerreiro Crawler,72,1200578,1000020076,12169,16303,-4134
340508,Sentinela Crawler,72,1200579,1000020076,12169,16303,-4134
340509,Recon,72,1200580,1000020076,12169,16303,-4134
340510,Striker,72,1200581,1000020076,12169,16303,-4134
340511,Vanguarda,72,1200582,1000020076,12169,16303,-4134
340513,Fantasma Enfurecido,72,1200583,1000020076,12169,16303,-4134
340531,Guerreiro Mech,75,1200584,1000020079,16069,16303,-234
340532,Atirador Mecânico,75,1200585,1000020079,16069,16303,-234
340533,Espadachim Mecânico,75,1200586,1000020079,16069,16303,-234
340534,Ranger Mecânico,75,1200587,1000020079,16069,16303,-234
340535,Grande Sentinela Magnum,75,1200588,1000020079,16069,16303,-234
340536,Grande Guerreiro Magnum,75,1200589,1000020079,16069,16303,-234
340537,Guerreiro Crawler,75,1200590,1000020079,16069,16303,-234
340538,Sentinela Crawler,75,1200591,1000020079,16069,16303,-234
340539,Recon,75,1200592,1000020079,16069,16303,-234
340540,Striker,75,1200593,1000020079,16069,16303,-234
340541,Vanguarda,75,1200594,1000020079,16069,16303,-234
340543,Fantasma Enfurecido,75,1200595,1000020079,16069,16303,-234
340561,Guerreiro Mech,78,1200596,1000020082,20419,16303,4116
340562,Artilheiro Mecânico,78,1200597,1000020082,20419,16303,4116
340563,Espadachim Mecânico,78,1200598,1000020082,20419,16303,4116
340564,Mech Ranger,78,1200599,1000020082,20419,16303,4116
340565,Sentinela Big Magnum,78,1200600,1000020082,20419,16303,4116
340566,Grande Guerreiro Magnum,78,1200601,1000020082,20419,16303,4116
340567,Guerreiro Crawler,78,1200602,1000020082,20419,16303,4116
340568,Sentinela Crawler,78,1200603,1000020082,20419,16303,4116
340569,Recon,78,1200604,1000020082,20419,16303,4116
340570,Striker,78,1200605,1000020082,20419,16303,4116
340571,Vanguarda,78,1200606,1000020082,20419,16303,4116
340572,Fantasma Enfurecido,78,1200607,1000020082,20419,16303,4116
340601,Guerreiro Mech,82,1200608,1000020086,26919,16303,10616
340602,Atirador de Mecha,82,1200609,1000020086,26919,16303,10616
340603,Espadachim Mecânico,82,1200610,1000020086,26919,16303,10616
340604,Mech Ranger,82,1200611,1000020086,26919,16303,10616
340605,Sentinela Big Magnum,82,1200612,1000020086,26919,16303,10616
340606,Grande Guerreiro Magnum,82,1200613,1000020086,26919,16303,10616
340607,Médico Lydian,82,1200614,1000020086,26919,16303,10616
340608,Portuário Lydian,82,1200615,1000020086,26919,16303,10616
340609,Ranger Soma,82,1200616,1000020086,26919,16303,10616
340610,Guerreiro Soma,82,1200617,1000020086,26919,16303,10616
340611,Mago Soma,82,1200618,1000020086,26919,16303,10616
340612,Fantasma Enfurecido,82,1200619,1000020086,26919,16303,10616
340631,Guerreiro Mecânico,86,1200620,1000020090,34219,16303,17916
340632,Atirador Mecânico,86,1200621,1000020090,34219,16303,17916
340633,Espadachim Mecânico,86,1200622,1000020090,34219,16303,17916
340634,Mech Ranger,86,1200623,1000020090,34219,16303,17916
340635,Grande Sentinela Magnum,86,1200624,1000020090,34219,16303,17916
340636,Grande Guerreiro Magnum,86,1200625,1000020090,34219,16303,17916
340637,Médico Lydian,86,1200626,1000020090,34219,16303,17916
340638,Portuário Lydian,86,1200627,1000020090,34219,16303,17916
340639,Ranger Soma,86,1200628,1000020090,34219,16303,17916
340640,Guerreiro Soma,86,1200629,1000020090,34219,16303,17916
340641,Mago Soma,86,1200630,1000020090,34219,16303,17916
340642,Fantasma Enfurecido,86,1200631,1000020090,34219,16303,17916
340661,Guerreiro Mecânico,90,1200632,61000020094,42319,16303,26016
340662,Artilheiro Mecânico,90,1200633,61000020094,42319,16303,26016
340663,Espadachim Mecânico,90,1200634,61000020094,42319,16303,26016
340664,Mech Ranger,90,1200635,61000020094,42319,16303,26016
340665,Grande Sentinela Magnum,90,1200636,61000020094,42319,16303,26016
340666,Grande Guerreiro Magnum,90,1200637,61000020094,42319,16303,26016
340667,Médico Lydian,90,1200638,61000020094,42319,16303,26016
340668,Portuário Lydian,90,1200639,61000020094,42319,16303,26016
340669,Ranger Soma,90,1200640,61000020094,42319,16303,26016
340670,Guerreiro Soma,90,1200641,61000020094,42319,16303,26016
340671,Mago Soma,90,1200642,61000020094,42319,16303,26016
340672,Fantasma Enfurecido,90,1200643,61000020094,42319,16303,26016
340701,Guerreiro Mecânico,95,1200644,1000020099,58669,16303,42366
340702,Artilheiro Mecânico,95,1200645,1000020099,58669,16303,42366
340703,Espadachim Mecânico,95,1200646,1000020099,58669,16303,42366
340704,Mech Ranger,95,1200647,1000020099,58669,16303,42366
340705,Controle Bork,95,1200648,1000020099,58669,16303,42366
340706,Bork de Assalto,95,1200649,1000020099,58669,16303,42366
340707,Médico Lydian,95,1200650,1000020099,58669,16303,42366
340708,Portuário Lydian,95,1200651,1000020099,58669,16303,42366
340709,Ranger Soma,95,1200652,1000020099,58669,16303,42366
340710,Guerreiro Soma,95,1200653,1000020099,58669,16303,42366
340711,Sniffer,95,1200654,1000020099,58669,16303,42366
340712,Fantasma Enfurecido,95,1200655,1000020099,58669,16303,42366
340731,Guerreiro Mecânico,100,1200656,61000020104,80869,16303,64566
340732,Atirador de Mecha,100,1200657,61000020104,80869,16303,64566
340733,Espadachim Mecânico,100,1200658,61000020104,80869,16303,64566
340734,Mech Ranger,100,1200659,61000020104,80869,16303,64566
340735,Controle Bork,100,1200660,61000020104,80869,16303,64566
340736,Bork de Assalto,100,1200661,61000020104,80869,16303,64566
340737,Médico Lydian,100,1200662,61000020104,80869,16303,64566
340738,Portuário Lydian,100,1200663,61000020104,80869,16303,64566
340739,Sniffer,100,1200664,61000020104,80869,16303,64566
340740,Guerreiro Soma,100,1200665,61000020104,80869,16303,64566
340741,Mago Soma,100,1200666,61000020104,80869,16303,64566
340742,Fantasma Enfurecido,100,1200667,61000020104,80869,16303,64566
340761,Guerreiro Mecânico,105,1200668,61000020109,109669,16303,93366
340762,Atirador de Mecha,105,1200669,61000020109,109669,16303,93366
340763,Espadachim Mecânico,105,1200670,61000020109,109669,16303,93366
340764,Mech Ranger,105,1200671,61000020109,109669,16303,93366
340765,Passer Alpha,105,1200672,61000020109,109669,16303,93366
340766,Junker,105,1200673,61000020109,109669,16303,93366
340767,Médico Lydian,105,1200674,61000020109,109669,16303,93366
340768,Portuário Lydian,105,1200675,61000020109,109669,16303,93366
340769,Recon,105,1200676,61000020109,109669,16303,93366
340770,Vanguarda,105,1200677,61000020109,109669,16303,93366
340771,Striker,105,1200678,61000020109,109669,16303,93366
340772,Fantasma Enfurecido,105,1200679,61000020109,109669,16303,93366
361001,Minar Silex,60,1201000,1000020064,2869,16303,-13434
361002,Gafftail de Mina,60,1201001,1000020064,2869,16303,-13434
361003,Minar Scud Pesado,60,1201002,1000020064,2869,16303,-13434
361004,Minar Grumble Oul,60,1201003,1000020064,2869,16303,-13434
361013,Fantasma do Pesadelo,60,1201004,1000020064,2869,16303,-13434
361005,Minar Grumble,70,1201005,1000020074,9669,16303,-6634
361006,Minha Arghol,70,1201006,1000020074,9669,16303,-6634
361007,Mina Clod,70,1201007,1000020074,9669,16303,-6634
361008,Guardião da Pedra Sagrada,70,1201008,1000020074,9669,16303,-6634
361009,Buscador da Pedra Sagrada,70,1201009,1000020074,9669,16303,-6634
361010,Purificador da Pedra Sagrada,70,1201010,1000020074,9669,16303,-6634
361012,Fantasma Blindado de Pesadelo,70,1201011,1000020074,9669,16303,-6634
363001,Minar Silex,82,1201012,1000020086,26919,16303,10616
363002,Gafftail de Mina,82,1201013,1000020086,26919,16303,10616
363003,Minar Scud Pesado,82,1201014,1000020086,26919,16303,10616
363004,Minar Grumble Oul,82,1201015,1000020086,26919,16303,10616
363005,Fantasma do Pesadelo,82,1201016,1000020086,26919,16303,10616
363016,Purificador da Pedra Sagrada,90,1201017,61000020094,42319,16303,26016
363011,Minar Grumble,90,1201018,61000020094,42319,16303,26016
363012,Minas Arghol,90,1201019,61000020094,42319,16303,26016
363013,Mina Clod,90,1201020,61000020094,42319,16303,26016
363014,Guardião da Pedra Sagrada,90,1201021,61000020094,42319,16303,26016
363015,Buscador da Pedra Sagrada,90,1201022,61000020094,42319,16303,26016
363017,Fantasma Blindado de Pesadelo,90,1201023,61000020094,42319,16303,26016
3460301,Minar Silex,95,1201024,1000020099,58669,16303,42366
3460302,Gafftail de Mina,95,1201025,1000020099,58669,16303,42366
3460303,Minar Scud Pesado,95,1201026,1000020099,58669,16303,42366
3460304,Minar Grumble Oul,95,1201027,1000020099,58669,16303,42366
3460305,Fantasma do Pesadelo,95,1201028,1000020099,58669,16303,42366
3460306,Minar Grumble,105,1201029,61000020109,109669,16303,93366
3460307,Minas Arghol,105,1201030,61000020109,109669,16303,93366
3460308,Mina Clod,105,1201031,61000020109,109669,16303,93366
3460309,Guardião da Pedra Sagrada,105,1201032,61000020109,109669,16303,93366
3460310,Buscador da Pedra Sagrada,105,1201033,61000020109,109669,16303,93366
3460311,Purificador da Pedra Sagrada,105,1201034,61000020109,109669,16303,93366
3460312,Fantasma Blindado de Pesadelo,105,1201035,61000020109,109669,16303,93366
361101,Estação de Classificação Silex,50,1201100,1000020054,1169,16303,-15134
361102,Estação de Classificação Gafftail,50,1201101,1000020054,1169,16303,-15134
361103,Estação de Triagem Scud Pesado,50,1201102,1000020054,1169,16303,-15134
361104,Estação de Classificação Grumble,50,1201103,1000020054,1169,16303,-15134
361105,Estação de Classificação Grumble Oul,50,1201104,1000020054,1169,16303,-15134
361106,Estação de Classificação Arghol,50,1201105,1000020054,1169,16303,-15134
361107,Estação de Classificação Clod,50,1201106,1000020054,1169,16303,-15134
361108,Estação de Classificação Guardião da Pedra Sagrada,50,1201107,1000020054,1169,16303,-15134
361109,Fantasma do Pesadelo,50,1201108,1000020054,1169,16303,-15134
361110,Estação de Classificação Buscador da Pedra Sagrada,50,1201109,1000020054,1169,16303,-15134
361111,Estação de Classificação Purificador da Pedra Sagrada,50,1201110,1000020054,1169,16303,-15134
361131,Refinaria Silex,54,1201111,1000020058,1569,16303,-14734
361132,Refinaria Gafftail,54,1201112,1000020058,1569,16303,-14734
361133,Refinaria Scud Pesado,54,1201113,1000020058,1569,16303,-14734
361134,Refinaria Grumble,54,1201114,1000020058,1569,16303,-14734
361135,Refinaria Grumble Oul,54,1201115,1000020058,1569,16303,-14734
361136,Refinaria Arghol,54,1201116,1000020058,1569,16303,-14734
361137,Torrão de Refinaria,54,1201117,1000020058,1569,16303,-14734
361138,Refinaria Guardião da Pedra Sagrada,54,1201118,1000020058,1569,16303,-14734
361139,Fantasma do Pesadelo,54,1201119,1000020058,1569,16303,-14734
361140,Refinaria Buscador da Pedra Sagrada,54,1201120,1000020058,1569,16303,-14734
361141,Refinaria Purificador da Pedra Sagrada,54,1201121,1000020058,1569,16303,-14734
361161,Silex de Fundição,58,1201122,1000020062,2169,16303,-14134
361162,Gafftail de Fundição,58,1201123,1000020062,2169,16303,-14134
361163,Scud Pesado de Fundição,58,1201124,1000020062,2169,16303,-14134
361164,Fundidor Grumble,58,1201125,1000020062,2169,16303,-14134
361165,Fundidor Grumble Oul,58,1201126,1000020062,2169,16303,-14134
361166,Fundidor Arghol,58,1201127,1000020062,2169,16303,-14134
361167,Torrão de Fundição,58,1201128,1000020062,2169,16303,-14134
361168,Fundidor Guardião da Pedra Sagrada,58,1201129,1000020062,2169,16303,-14134
361169,Fantasma do Pesadelo,58,1201130,1000020062,2169,16303,-14134
361170,Fundidor Buscador da Pedra Sagrada,58,1201131,1000020062,2169,16303,-14134
361171,Fundidor Purificador da Pedra Sagrada,58,1201132,1000020062,2169,16303,-14134
361201,Estação de Classificação Silex,62,1201133,1000020066,3969,16303,-12334
361202,Estação de Classificação Gafftail,62,1201134,1000020066,3969,16303,-12334
361203,Estação de Triagem Scud Pesado,62,1201135,1000020066,3969,16303,-12334
361204,Estação de Classificação Grumble,62,1201136,1000020066,3969,16303,-12334
361205,Estação de Classificação Grumble Oul,62,1201137,1000020066,3969,16303,-12334
361206,Estação de Classificação Arghol,62,1201138,1000020066,3969,16303,-12334
361207,Estação de Classificação Clod,62,1201139,1000020066,3969,16303,-12334
361208,Estação de Classificação Buscador da Pedra Sagrada,62,1201140,1000020066,3969,16303,-12334
361209,Fantasma do Pesadelo,62,1201141,1000020066,3969,16303,-12334
361210,Estação de Classificação Guardião da Pedra Sagrada,62,1201142,1000020066,3969,16303,-12334
361211,Estação de Classificação Purificador da Pedra Sagrada,62,1201143,1000020066,3969,16303,-12334
361231,Refinaria Silex,66,1201144,1000020070,6569,16303,-9734
361232,Refinaria Gafftail,66,1201145,1000020070,6569,16303,-9734
361233,Refinaria Scud Pesado,66,1201146,1000020070,6569,16303,-9734
361234,Refinaria Grumble,66,1201147,1000020070,6569,16303,-9734
361235,Refinaria Grumble Oul,66,1201148,1000020070,6569,16303,-9734
361236,Refinaria Arghol,66,1201149,1000020070,6569,16303,-9734
361237,Torrão de Refinaria,66,1201150,1000020070,6569,16303,-9734
361238,Refinaria Buscador da Pedra Sagrada,66,1201151,1000020070,6569,16303,-9734
361239,Fantasma do Pesadelo,66,1201152,1000020070,6569,16303,-9734
361240,Refinaria Guardião da Pedra Sagrada,66,1201153,1000020070,6569,16303,-9734
361241,Refinaria Purificador da Pedra Sagrada,66,1201154,1000020070,6569,16303,-9734
361261,Silex de Fundição,70,1201155,1000020074,9669,16303,-6634
361262,Gafftail de Fundição,70,1201156,1000020074,9669,16303,-6634
361263,Scud Pesado de Fundição,70,1201157,1000020074,9669,16303,-6634
361264,Fundição Grumble,70,1201158,1000020074,9669,16303,-6634
