spot_id,location_kind,content_name_ptbr,floor_or_difficulty_ptbr,display_label_ptbr,map_name_ptbr,spot_name_ptbr,map_contents,map_ids,region_ids,mob_map_ids,npc_id,mob_name_ptbr,mob_level,mob_spawn_kind,exp_base_min,exp_base_values,exp_base_value_count,exp_status,spawn_value_by_map,spawn_rows,source_tables,catalog_version
map:761:region:760410:content:34,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 761],Zona de Guerra Albern,Ponto de Ancoragem,34,761,760410,761,376054,Guerreiro Nether,102,normal,73919,73919,1,candidato_estatico_item_900,761:174,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760410:content:53,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 765],Zona de Guerra Albern,Ponto de Ancoragem,53,765,760410,765,376054,Guerreiro Nether,102,normal,73919,73919,1,candidato_estatico_item_900,765:174,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760410:content:34,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 761],Zona de Guerra Albern,Ponto de Ancoragem,34,761,760410,761,376055,Aniquilador Nether,106,normal,87919,87919,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760410:content:53,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 765],Zona de Guerra Albern,Ponto de Ancoragem,53,765,760410,765,376055,Aniquilador Nether,106,normal,87919,87919,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760410:content:34,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 761],Zona de Guerra Albern,Ponto de Ancoragem,34,761,760410,761,376099,Lagarto Infectado Selvagem,106,normal,87919,87919,1,candidato_estatico_item_900,761:8,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760410:content:53,map_content,,,Zona de Guerra Albern > Ponto de Ancoragem [mapa 765],Zona de Guerra Albern,Ponto de Ancoragem,53,765,760410,765,376099,Lagarto Infectado Selvagem,106,normal,87919,87919,1,candidato_estatico_item_900,765:8,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760216:content:34,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 761],Zona de Guerra Albern,Xanthe A,34,761,760216|760227,761,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,761:2,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760216:content:53,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 765],Zona de Guerra Albern,Xanthe A,53,765,760216|760227,765,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,765:2,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760216:content:34,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 761],Zona de Guerra Albern,Xanthe A,34,761,760216|760227,761,376106,Cão Carmesim Xanthe,106,normal,87919,87919,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760216:content:53,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 765],Zona de Guerra Albern,Xanthe A,53,765,760216|760227,765,376106,Cão Carmesim Xanthe,106,normal,87919,87919,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760216:content:34,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 761],Zona de Guerra Albern,Xanthe A,34,761,760216|760227,761,376099,Lagarto Infectado Selvagem,106,normal,87919,87919,1,candidato_estatico_item_900,761:30,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760216:content:53,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 765],Zona de Guerra Albern,Xanthe A,53,765,760216|760227,765,376099,Lagarto Infectado Selvagem,106,normal,87919,87919,1,candidato_estatico_item_900,765:30,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760216:content:34,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 761],Zona de Guerra Albern,Xanthe A,34,761,760216|760227,761,376114,Regenerador Carmesim Xanthe,106,normal,87919,87919,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760216:content:53,map_content,,,Zona de Guerra Albern > Xanthe A [mapa 765],Zona de Guerra Albern,Xanthe A,53,765,760216|760227,765,376114,Regenerador Carmesim Xanthe,106,normal,87919,87919,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760217:content:34,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 761],Zona de Guerra Albern,Xanthe B,34,761,760217|760221|760226,761,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,761:3,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760217:content:53,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 765],Zona de Guerra Albern,Xanthe B,53,765,760217|760221|760226,765,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,765:3,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760217:content:34,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 761],Zona de Guerra Albern,Xanthe B,34,761,760217|760221|760226,761,376113,Arremessador Carmesim Xanthe,102,normal,73919,73919,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760217:content:53,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 765],Zona de Guerra Albern,Xanthe B,53,765,760217|760221|760226,765,376113,Arremessador Carmesim Xanthe,102,normal,73919,73919,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760217:content:34,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 761],Zona de Guerra Albern,Xanthe B,34,761,760217|760221|760226,761,376098,Estilhaçador Infectado Selvagem,102,normal,73919,73919,1,candidato_estatico_item_900,761:52,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760217:content:53,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 765],Zona de Guerra Albern,Xanthe B,53,765,760217|760221|760226,765,376098,Estilhaçador Infectado Selvagem,102,normal,73919,73919,1,candidato_estatico_item_900,765:52,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760217:content:34,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 761],Zona de Guerra Albern,Xanthe B,34,761,760217|760221|760226,761,376108,Xanthe Licker,102,normal,73919,73919,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760217:content:53,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 765],Zona de Guerra Albern,Xanthe B,53,765,760217|760221|760226,765,376108,Xanthe Licker,102,normal,73919,73919,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760217:content:34,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 761],Zona de Guerra Albern,Xanthe B,34,761,760217|760221|760226,761,376107,Xanthe Turkan Atirador de Elite,102,normal,73919,73919,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760217:content:53,map_content,,,Zona de Guerra Albern > Xanthe B [mapa 765],Zona de Guerra Albern,Xanthe B,53,765,760217|760221|760226,765,376107,Xanthe Turkan Atirador de Elite,102,normal,73919,73919,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760213:content:34,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 761],Zona de Guerra Albern,Xanthe C,34,761,760213|760223|760224,761,376097,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,761:52,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760213:content:53,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 765],Zona de Guerra Albern,Xanthe C,53,765,760213|760223|760224,765,376097,Pathfinder Desenfreado,96,normal,55919,55919,1,candidato_estatico_item_900,765:52,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760213:content:34,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 761],Zona de Guerra Albern,Xanthe C,34,761,760213|760223|760224,761,376110,Xanthe Saura Atirador,96,normal,55919,55919,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760213:content:53,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 765],Zona de Guerra Albern,Xanthe C,53,765,760213|760223|760224,765,376110,Xanthe Saura Atirador,96,normal,55919,55919,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760213:content:34,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 761],Zona de Guerra Albern,Xanthe C,34,761,760213|760223|760224,761,376111,Xanthe Turkan Raider,96,normal,55919,55919,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760213:content:53,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 765],Zona de Guerra Albern,Xanthe C,53,765,760213|760223|760224,765,376111,Xanthe Turkan Raider,96,normal,55919,55919,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760213:content:34,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 761],Zona de Guerra Albern,Xanthe C,34,761,760213|760223|760224,761,376103,Xanthe Turkan Soldado Pesado,96,normal,55919,55919,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760213:content:53,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 765],Zona de Guerra Albern,Xanthe C,53,765,760213|760223|760224,765,376103,Xanthe Turkan Soldado Pesado,96,normal,55919,55919,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760213:content:34,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 761],Zona de Guerra Albern,Xanthe C,34,761,760213|760223|760224,761,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,761:3,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760213:content:53,map_content,,,Zona de Guerra Albern > Xanthe C [mapa 765],Zona de Guerra Albern,Xanthe C,53,765,760213|760223|760224,765,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,765:3,3,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376102,Gancho Xanthe Malpas,90,normal,38169,38169,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376102,Gancho Xanthe Malpas,90,normal,38169,38169,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376096,Junker Desenfreado,90,normal,38169,38169,1,candidato_estatico_item_900,761:46,4,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376096,Junker Desenfreado,90,normal,38169,38169,1,candidato_estatico_item_900,765:46,4,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376112,Sentinela Nether Xanthe,90,normal,38169,38169,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376112,Sentinela Nether Xanthe,90,normal,38169,38169,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376104,Soldado de Cerco Xanthe Turkan,90,normal,38169,38169,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376104,Soldado de Cerco Xanthe Turkan,90,normal,38169,38169,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376105,Xanthe Guerreiro Nether,90,normal,38169,38169,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376105,Xanthe Guerreiro Nether,90,normal,38169,38169,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760212:content:34,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 761],Zona de Guerra Albern,Xanthe D,34,761,760212|760214|760215|760225,761,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,761:4,4,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760212:content:53,map_content,,,Zona de Guerra Albern > Xanthe D [mapa 765],Zona de Guerra Albern,Xanthe D,53,765,760212|760214|760215|760225,765,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,765:4,4,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760211:content:34,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 761],Zona de Guerra Albern,Xanthe E,34,761,760211|760222,761,376095,Larva Selvagem,82,normal,23569,23569,1,candidato_estatico_item_900,761:30,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760211:content:53,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 765],Zona de Guerra Albern,Xanthe E,53,765,760211|760222,765,376095,Larva Selvagem,82,normal,23569,23569,1,candidato_estatico_item_900,765:30,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760211:content:34,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 761],Zona de Guerra Albern,Xanthe E,34,761,760211|760222,761,376109,Xanthe Malpas Cuspide,82,normal,23569,23569,1,candidato_estatico_item_900,761:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760211:content:53,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 765],Zona de Guerra Albern,Xanthe E,53,765,760211|760222,765,376109,Xanthe Malpas Cuspide,82,normal,23569,23569,1,candidato_estatico_item_900,765:72,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760211:content:34,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 761],Zona de Guerra Albern,Xanthe E,34,761,760211|760222,761,376101,Xanthe Saura Tropas de Choque,82,normal,23569,23569,1,candidato_estatico_item_900,761:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760211:content:53,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 765],Zona de Guerra Albern,Xanthe E,53,765,760211|760222,765,376101,Xanthe Saura Tropas de Choque,82,normal,23569,23569,1,candidato_estatico_item_900,765:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:761:region:760211:content:34,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 761],Zona de Guerra Albern,Xanthe E,34,761,760211|760222,761,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,761:2,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:765:region:760211:content:53,map_content,,,Zona de Guerra Albern > Xanthe E [mapa 765],Zona de Guerra Albern,Xanthe E,53,765,760211|760222,765,376300,Pulverizador do Nether,99,normal,16775700,16775700,1,candidato_estatico_item_900,765:2,2,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910103,Arremessador de Bola de Neve,40,normal,477,477,1,candidato_estatico_item_900,9101:42,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910113,Boneco de Neve de Dois Níveis Furioso,40,normal,477,477,1,candidato_estatico_item_900,9101:42,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910109,Boneco de Neve de Terror de Três Camadas,40,normal,477,477,1,candidato_estatico_item_900,9101:62,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910106,Caixa de Presente Fugitiva,40,normal,477,477,1,candidato_estatico_item_900,9101:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910101,Caçador de Presentes,40,normal,477,477,1,candidato_estatico_item_900,9101:70,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910102,Caçador Delinquente,40,normal,477,477,1,candidato_estatico_item_900,9101:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910114,Decoração de Árvore Ardente,40,normal,477,477,1,candidato_estatico_item_900,9101:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910108,Decoração de Árvore Brilhante,40,normal,477,477,1,candidato_estatico_item_900,9101:52,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910110,Decoração de Árvore Furiosa,40,normal,477,477,1,candidato_estatico_item_900,9101:48,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910112,Decoração de Árvore Furiosa,40,normal,477,477,1,candidato_estatico_item_900,9101:42,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910111,Espectador Flem,40,normal,477,477,1,candidato_estatico_item_900,9101:50,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910104,Ladrão de Doces,40,normal,477,477,1,candidato_estatico_item_900,9101:76,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910116,Rena Fugitiva,40,normal,477,477,1,candidato_estatico_item_900,9101:50,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910107,Renas em Greve,40,normal,477,477,1,candidato_estatico_item_900,9101:66,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
map:9101:region:910101:content:39,time_dungeon,Armazém do Papai Noel,,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Lv. 1,Armazém do Papai Noel Nv. 1,39,9101,910101,9101,3910115,Vítima Chuti,40,normal,477,477,1,candidato_estatico_item_900,9101:80,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|RF_TimeDungeonMainTable+RF_Time_Dungeon_info|mob_exp_candidates.csv,1.28.5
